Operation Name,Total Floor Area,,Avg hrs/wk,Electricity,,Natural Gas,,"GHG Emissions
(Kg)"
Fire Station 115,5985,Square feet,168,105262.2803,kWh,14657.48276,Cubic meter,"32,334"
Fire Station 116,11776,Square feet,168,177790.4779,kWh,27684.31126,Cubic meter,"60,146"
Fire Station 121,4219,Square feet,168,116694.4592,kWh,10005.73703,Cubic meter,"24,045"
Fire Station 122,3046,Square feet,168,46879.28546,kWh,15906.48571,Cubic meter,"32,126"
Fire Station 123,2497,Square feet,168,53284.00325,kWh,15809.69834,Cubic meter,"32,225"
Fire Station 125,5813,Square feet,168,85717.29013,kWh,10698.22427,Cubic meter,"23,991"
Fire Station 131,5845,Square feet,168,77066.82712,kWh,18474.11771,Cubic meter,"38,307"
Fire Station 132,7664,Square feet,168,93147.95097,kWh,20416.79429,Cubic meter,"42,686"
Fire Station 133,8062,Square feet,168,109757.8978,kWh,19290.49267,Cubic meter,"41,288"
Fire Station 134,7126,Square feet,168,43125.20188,kWh,15606.26595,Cubic meter,"31,393"
Fire Station 135 - OLD,10592,Square feet,168,102788.6652,kWh,31464.71407,Cubic meter,"63,991"
Fire Station 141,12500,Square feet,168,149430.6335,kWh,40292.38409,Cubic meter,"82,728"
Fire Station 142,5586,Square feet,168,135417.9871,kWh,23908.96356,Cubic meter,"51,146"
Fire Station 143,2895,Square feet,168,74045.11611,kWh,20239.32176,Cubic meter,"41,510"
Fire Station 145,11001,Square feet,168,106917.16,kWh,29365.94777,Cubic meter,"60,206"
Fire Station 146,7535,Square feet,168,53454.06227,kWh,15191.81659,Cubic meter,"31,065"
Fire Station 211,5005,Square feet,168,115160.6834,kWh,10274,Cubic meter,"24,485"
Fire Station 212,16501,Square feet,168,213105.2891,kWh,46409.72727,Cubic meter,"97,091"
Fire Station 213,5048,Square feet,168,53613.27254,kWh,11634,Cubic meter,"24,347"
Fire Station 214,4887,Square feet,168,46866.27049,kWh,17103,Cubic meter,"34,387"
Fire Station 215,5737,Square feet,168,54843.13301,kWh,17659,Cubic meter,"35,789"
Fire Station 221,11916,Square feet,168,142744.5775,kWh,25875.49246,Cubic meter,"55,185"
Fire Station 222,6910,Square feet,168,55083.29527,kWh,17111.84963,Cubic meter,"34,765"
Fire Station 223,7459,Square feet,168,50775.08214,kWh,16117.74628,Cubic meter,"32,697"
Fire Station 224,3767,Square feet,168,68021.12819,kWh,9594.227273,Cubic meter,"21,126"
Fire Station 225,9085,Square feet,168,97767.21841,kWh,30597.26,Cubic meter,"62,131"
Fire Station 226,11808,Square feet,168,59781.02594,kWh,26746.1853,Cubic meter,"53,181"
Fire Station 227,10484,Square feet,168,65972.64726,kWh,20381.07324,Cubic meter,"41,423"
Fire Station 231,14241,Square feet,168,149528.57,kWh,37291.10323,Cubic meter,"77,059"
Fire Station 232,5350,Square feet,168,69488.00784,kWh,12320.65029,Cubic meter,"26,344"
Fire Station 233,11001,Square feet,168,75571.77713,kWh,27134.93284,Cubic meter,"54,610"
Fire Station 234,5350,Square feet,168,49701.52877,kWh,15122.59676,Cubic meter,"30,769"
Fire Station 235,8902,Square feet,168,103785.4568,kWh,21570.24546,Cubic meter,"45,334"
Fire Station 241,5500,Square feet,168,46088.96066,kWh,12268.02177,Cubic meter,"25,214"
Fire Station 242,5500,Square feet,168,60358.11894,kWh,15216,Cubic meter,"31,414"
Fire Station 243,5350,Square feet,168,51814.91008,kWh,21634,Cubic meter,"43,168"
Fire Station 244,5350,Square feet,168,55022.72659,kWh,13845.21765,Cubic meter,"28,588"
Fire Station 245,5608,Square feet,168,45403.352,kWh,12579.19429,Cubic meter,"25,772"
Fire Station 311,12755,Square feet,168,51473.94974,kWh,28536.91367,Cubic meter,"56,200"
Fire Station 312,9806,Square feet,168,109800.4089,kWh,26491.544,Cubic meter,"54,900"
Fire Station 313,12099,Square feet,168,143084.7935,kWh,35746.57704,Cubic meter,"73,857"
Fire Station 314,11937,Square feet,168,45262.93424,kWh,22008.99073,Cubic meter,"43,589"
Fire Station 315,7244,Square feet,168,98535.24233,kWh,25033.12567,Cubic meter,"51,648"
Fire Station 321,7535,Square feet,168,105249.5633,kWh,23525.15282,Cubic meter,"49,094"
Fire Station 322,7535,Square feet,168,0,kWh,17670.37279,Cubic meter,"35,314"
Fire Station 323,10236,Square feet,168,107425.1125,kWh,39604.28288,Cubic meter,"79,579"
Fire Station 324,13153,Square feet,168,59410.60084,kWh,27019.75193,Cubic meter,"53,681"
Fire Station 325,10129,Square feet,168,208512.8419,kWh,22622.06349,Cubic meter,"51,930"
Fire Station 331,10979,Square feet,168,87422.19751,kWh,25771.39462,Cubic meter,"52,555"
Fire Station 332,24865,Square feet,168,311546.2181,kWh,0,Cubic meter,"13,708"
Fire Station 333,12723,Square feet,168,119555.9826,kWh,34695.21314,Cubic meter,"70,834"
Fire Station 334,13003,Square feet,168,390344.5262,kWh,23645.10672,Cubic meter,"61,864"
Fire Station 335,4402,Square feet,168,98556.16558,kWh,10125.52115,Cubic meter,"23,474"
Fire Station 341,9268,Square feet,168,77836.79356,kWh,25491.92494,Cubic meter,"51,605"
Fire Station 342,3057,Square feet,168,28410.3038,kWh,13249.31456,Cubic meter,"26,291"
Fire Station 343,9827,Square feet,168,0,kWh,24048.89412,Cubic meter,"47,763"
Fire Station 344,11238,Square feet,168,76100.68606,kWh,29177.59,Cubic meter,"58,494"
Fire Station 345,12809,Square feet,168,125805.4802,kWh,43033.93335,Cubic meter,"86,870"
Fire Stn former TO #35,3143,Square feet,168,144461.6081,kWh,0,Cubic meter,"6,356"
Fire Station 411,8762,Square feet,168,83879.57831,kWh,9773.74625,Cubic meter,"22,163"
Fire Station 412,7029,Square feet,168,77717.58214,kWh,18630.88704,Cubic meter,"38,632"
Fire Station 413,3929,Square feet,168,40692.41143,kWh,8434.427731,Cubic meter,"17,732"
Fire Station 415,7804,Square feet,168,72784.78172,kWh,13394.32792,Cubic meter,"28,518"
Fire Station 421,9461,Square feet,168,116383.3972,kWh,24865.33873,Cubic meter,"52,116"
Fire Station 422,7944,Square feet,168,59409.39282,kWh,19159.61269,Cubic meter,"38,826"
Fire Station 423,12335,Square feet,168,101017.8718,kWh,31773.4889,Cubic meter,"64,497"
Fire Station 424,5866,Square feet,168,19971.16764,kWh,11214.00667,Cubic meter,"22,073"
Fire Station 425,7955,Square feet,168,47876.00598,kWh,9971.17647,Cubic meter,"20,952"
Fire Station 426,12486,Square feet,168,184150.2122,kWh,32809.39618,Cubic meter,"70,112"
Fire Station 431,3907,Square feet,168,36457.25377,kWh,8068.029394,Cubic meter,"16,853"
Fire Station 432,11765,Square feet,168,103061.4844,kWh,30771.51515,Cubic meter,"62,693"
Fire Station 433,5038,Square feet,168,101587.2312,kWh,14904.47059,Cubic meter,"32,639"
Fire Station 434,5188,Square feet,168,26640.65081,kWh,11968.57943,Cubic meter,"23,793"
Fire Station 435,6889,Square feet,168,83785.99337,kWh,11494.49974,Cubic meter,"25,411"
Fire Station 441,19472,Square feet,168,123029.6464,kWh,17871.18672,Cubic meter,"39,190"
Fire Station 442,15479,Square feet,168,192631.472,kWh,29714.61481,Cubic meter,"64,636"
Fire Station 443,3929,Square feet,168,37361.84452,kWh,10573.42457,Cubic meter,"21,628"
Fire Station 444,3929,Square feet,168,31760.6941,kWh,10078.43471,Cubic meter,"20,446"
Fire Station 445,11765,Square feet,168,117010.2234,kWh,22158.72666,Cubic meter,"47,028"
"Forensic Service, Store & Garage",62484,Square feet,168,1582921.087,kWh,192022.6132,Cubic meter,"432,571"
Fairview Mall,64670,Square feet,70,1407872.602,kWh,123780.0197,Cubic meter,"295,891"
Forestry W District Office,8999,Square feet,70,131287.9403,kWh,18488.83132,Cubic meter,"40,721"
Faywood Park Tennis,0,Square feet,100,21260.7704,kWh,0,Cubic meter,935
Fort York,13000,Square feet,70,255741.1123,kWh,0,Cubic meter,"11,253"
Fort York Residence,25995,Square feet,168,392263.3628,kWh,71729.54132,Cubic meter,"152,828"
Gerrard Ashdale,6501,Square feet,70,68462.06583,kWh,7902.790441,Cubic meter,"17,949"
Galloway Park,0,Square feet,100,612.753006,kWh,0,Cubic meter,27
Gamble Park,0,Square feet,100,5094.690194,kWh,0,Cubic meter,224
Geary Ave Parkette W.Pool,0,Square feet,100,3635.713383,kWh,0,Cubic meter,160
Gardiner Expressway,0,Square feet,70,1462388.161,kWh,0,Cubic meter,"64,345"
George Bell Arena,41786,Square feet,100,782457.0344,kWh,0,Cubic meter,"34,428"
Greenfield Family Centre,7384,Square feet,168,63038.66322,kWh,7159.572518,Cubic meter,"16,305"
George Webster Clubhouse,1302,Square feet,100,2841.983347,kWh,2591.628863,Cubic meter,"5,023"
Goldhawk Park,7998,Square feet,70,282220.503,kWh,15648.52605,Cubic meter,"41,993"
Graydon Hall Tennis,0,Square feet,100,9244.613406,kWh,0,Cubic meter,407
Gibson House Museum,8364,Square feet,100,112430.4854,kWh,0,Cubic meter,"4,947"
Giltspur Park,0,Square feet,100,50.842401,kWh,0,Cubic meter,2
Gord & Irene Risk Arena & R.C,44304,Square feet,100,755873.4145,kWh,83533.43728,Cubic meter,"191,137"
Glamorgan Park,0,Square feet,100,20734.34854,kWh,0,Cubic meter,912
Glenlong C.C & A.I.R,10236,Square feet,100,352772.1076,kWh,40531.65559,Cubic meter,"92,127"
Glendora Park,0,Square feet,100,3368.285418,kWh,0,Cubic meter,148
Goulding Arena & R.C,43540,Square feet,100,668642.81,kWh,86619.66504,Cubic meter,"193,131"
Grange Park FH / WR,1679,Square feet,100,11041.94318,kWh,3548.645334,Cubic meter,"7,193"
Grandravine Arena & R.C,33637,Square feet,100,619269.4816,kWh,83204.10577,Cubic meter,"184,504"
Grand River Sewage Pumping Station,0,Square feet,168,0,kWh,0,Cubic meter,214
Geary Ave Parkette,0,Square feet,100,2726.851161,kWh,0,Cubic meter,120
Grattan Park,0,Square feet,100,1322.975362,kWh,0,Cubic meter,58
Gracedale Park,0,Square feet,100,44009.12826,kWh,0,Cubic meter,"1,936"
Greenwood Park,21130,Square feet,100,607664.5578,kWh,56705.7184,Cubic meter,"133,911"
Greenfield Park,0,Square feet,168,2203.554968,kWh,0,Cubic meter,97
G. Ross Lord Park,6405,Square feet,100,4651.344706,kWh,0,Cubic meter,205
Glen Rouge Park,2013,Square feet,100,220161.0603,kWh,0,Cubic meter,"9,687"
Glen Stewart Av Park,0,Square feet,100,5268.203779,kWh,0,Cubic meter,232
Gihon Spring Pool,1873,Square feet,100,22760.98296,kWh,3157,Cubic meter,"6,968"
Grafton Parkette,0,Square feet,100,908.954171,kWh,0,Cubic meter,40
Gus Ryder Pool and Health Club,21097,Square feet,100,729884.3612,kWh,160294.2095,Cubic meter,"335,071"
Giovanni Caboto Pool/Rink,55400,Square feet,100,768371.739,kWh,26077.23656,Cubic meter,"83,094"
Guildwood,3014,Square feet,70,33283.3692,kWh,2647.695653,Cubic meter,"6,469"
Gwendolen Park Tennis,1916,Square feet,100,44499.32824,kWh,0,Cubic meter,"1,958"
Gzowski Monument,0,Square feet,100,2726.776394,kWh,0,Cubic meter,120
Habitant Arena,26307,Square feet,100,379687.3757,kWh,63752.94127,Cubic meter,"137,199"
Halbert Park,3150,Square feet,100,8980.121251,kWh,0,Cubic meter,395
Art Eggleton Park,0,Square feet,100,1639.46082,kWh,0,Cubic meter,72
Harrison Pool,15263,Square feet,100,211205.0937,kWh,56515.49979,Cubic meter,"116,107"
Harryetta Gardens,0,Square feet,100,658.199929,kWh,0,Cubic meter,29
Harwood Hall Community Ctr,4306,Square feet,100,24997.73879,kWh,10073.65956,Cubic meter,"20,139"
Humber Bay,2400,Square feet,70,38306.1081,kWh,2825.770054,Cubic meter,"7,026"
Sony Centre,173084,Square feet,100,2565459.016,kWh,0,Cubic meter,"395,241"
Humber Bay Life Stn,1830,Square feet,168,71528.03243,kWh,0,Cubic meter,"3,147"
Havenbrook Park Tennis,1916,Square feet,100,41485.63022,kWh,0,Cubic meter,"1,825"
Humber Bay Park East,2551,Square feet,100,118892.2996,kWh,0,Cubic meter,"5,231"
Baby Point Sewage Pumping Station,0,Square feet,168,60473.16344,kWh,0,Cubic meter,"2,661"
Humber Bay Park West,3875,Square feet,100,85302.33198,kWh,6239.846969,Cubic meter,"15,547"
Hillcrest,7470,Square feet,70,106233.5304,kWh,15351.66207,Cubic meter,"33,689"
Highland Creek Bwlng,0,Square feet,100,0,kWh,0,Cubic meter,56
Hollis Childcare Centre,5576,Square feet,100,87875.19029,kWh,14886.4471,Cubic meter,"32,002"
Hillcrest Park,1604,Square feet,100,57325.38657,kWh,929.209558,Cubic meter,"4,279"
Highland Creek Treatment Plant,255395,Square feet,168,35381298.59,kWh,10405596.89,Cubic meter,"21,223,355"
Hendon Park,2056,Square feet,100,109900.7919,kWh,18.000001,Cubic meter,"4,870"
Hideaway Park,194,Square feet,100,2836.773506,kWh,0,Cubic meter,125
Heron Park C.C,52377,Square feet,100,1056144.35,kWh,95338.45161,Cubic meter,"226,660"
Harbourfront Community Centre,123214,Square feet,100,1172509.972,kWh,107414.6141,Cubic meter,"254,604"
Historic Fort York,22819,Square feet,100,817013.6707,kWh,38897.38636,Cubic meter,"109,465"
Hickory Tree,0,Square feet,100,15615.08414,kWh,0,Cubic meter,687
Highview Park,0,Square feet,100,49625.08626,kWh,0,Cubic meter,"2,184"
High Park,0,Square feet,100,432708.0238,kWh,22552.21733,Cubic meter,"61,663"
High Park Greenhouses,60386,Square feet,168,588021.8274,kWh,543583.4104,Cubic meter,"1,053,246"
High Park Tennis Club,0,Square feet,100,45047.66418,kWh,7684.310588,Cubic meter,"16,505"
Highland Creek,6997,Square feet,70,152340.5487,kWh,5918.000001,Cubic meter,"17,888"
High Level Pumping Station,46403,Square feet,168,9671925.48,kWh,0,Cubic meter,"425,565"
Health Office,2540,Square feet,70,11794.07548,kWh,973.349823,Cubic meter,"2,359"
Horner Avenue Senior Centre,4252,Square feet,100,13220.41758,kWh,7316.330873,Cubic meter,"14,410"
High Park Library,9494,Square feet,70,138218.6984,kWh,17206.93449,Cubic meter,"38,603"
Hanlan's Point Buildings,7524,Square feet,100,315265.2906,kWh,0,Cubic meter,"13,872"
High Park Ice Rink,0,Square feet,100,403732.2146,kWh,0,Cubic meter,"17,764"
Humber Summit,9042,Square feet,70,107629.72,kWh,9326.234285,Cubic meter,"22,362"
Huron St Plaground,0,Square feet,100,2272.386465,kWh,0,Cubic meter,100
Home Smith Park Wr,431,Square feet,100,13225.72013,kWh,0,Cubic meter,582
Hodgson School,2874,Square feet,100,444658.5844,kWh,2521.515648,Cubic meter,"24,331"
Harbour Square WR,829,Square feet,100,58791.36897,kWh,0,Cubic meter,"2,587"
Hamilton Street Yard,2756,Square feet,70,76454.54493,kWh,0,Cubic meter,"3,364"
Hickory Tree Lawn Fountain,0,Square feet,100,62814.16913,kWh,0,Cubic meter,"2,764"
HTO Park,0,Square feet,100,21775.87956,kWh,0,Cubic meter,958
Humber Treatment Plant,224869,Square feet,168,65989939.07,kWh,1339106.859,Cubic meter,"5,434,469"
Humber Valley Rink,0,Square feet,100,193909.1929,kWh,9994.11384,Cubic meter,"27,421"
HUSAR,11485,Square feet,168,236182.3285,kWh,30543.15852,Cubic meter,"68,119"
Humber Valley Golf Course,4327,Square feet,100,70353.74739,kWh,45974.26146,Cubic meter,"89,987"
Humber Valley Gc Serv.bldg,4080,Square feet,100,55633.64844,kWh,0,Cubic meter,"2,448"
Hollywood Park Tennis,1668,Square feet,100,22881.67688,kWh,5390.260955,Cubic meter,"11,194"
Hazeldean Park,0,Square feet,100,6362.494612,kWh,0,Cubic meter,280
Intelligence Bureau,70547,Square feet,168,1637118.04,kWh,80668.75,Cubic meter,"224,497"
Ingram Drive Transfer Station,112268,Square feet,70,1455285.918,kWh,63385.55397,Cubic meter,"183,831"
Ivan Forrest Gardens,0,Square feet,100,1233.168552,kWh,0,Cubic meter,54
Iroquois Fieldhouse,0,Square feet,100,6947.046047,kWh,0,Cubic meter,306
Island Filtration Plant,64196,Square feet,168,8415112.42,kWh,39376.76635,Cubic meter,"444,687"
Ingram Works Yard,23907,Square feet,70,388310.4154,kWh,47657.59355,Cubic meter,"107,159"
Islington Senior Centre,9967,Square feet,100,99861.42344,kWh,11728.78899,Cubic meter,"26,561"
Jonathan Ashbridge Park,0,Square feet,100,9089.299074,kWh,0,Cubic meter,400
Joseph Bannon Park,0,Square feet,100,79095.20234,kWh,0,Cubic meter,"3,480"
Jane & Dundas,11603,Square feet,70,134298.1043,kWh,12978.85054,Cubic meter,"30,439"
Jenner Jean-Marie C.C.,13207,Square feet,100,138662.8941,kWh,32436.78909,Cubic meter,"67,407"
James Gardens,2411,Square feet,100,60155.79659,kWh,4937.260573,Cubic meter,"11,978"
Jack Goodlad Park,2271,Square feet,100,75747.75452,kWh,3383.457143,Cubic meter,"9,728"
Jimmie Simpson R.C,43906,Square feet,100,1124408.08,kWh,164825.5106,Cubic meter,"360,994"
John Innes Community Recreation Centre,28055,Square feet,100,177930.0563,kWh,0,Cubic meter,"7,829"
Jesse Ketchum Childcare Centre,11550,Square feet,100,33690.70933,kWh,27951.17918,Cubic meter,"54,310"
Jones,3638,Square feet,70,51283.8241,kWh,12149.04394,Cubic meter,"25,218"
John Tabor Park,0,Square feet,100,0,kWh,0,Cubic meter,215
John Booth Arena & R.C,27007,Square feet,100,462872.4656,kWh,46071.27205,Cubic meter,"107,441"
John Innes C.C,24176,Square feet,100,456333.2826,kWh,69887.3866,Cubic meter,"152,166"
Joseph J. Piccininni R.C,70030,Square feet,100,1173688.704,kWh,165253.58,Cubic meter,"363,972"
Jane Sheppard,6997,Square feet,70,152825.0009,kWh,8017.979221,Cubic meter,"21,878"
John Street Pumping Station,112773,Square feet,168,31677732.95,kWh,0,Cubic meter,"1,393,820"
Joseph Sheard Parkette,0,Square feet,100,908.928258,kWh,0,Cubic meter,40
June Callwood Park,0,Square feet,100,8240.878601,kWh,0,Cubic meter,363
Joel Weeks Park - Storage Bldg,183,Square feet,70,19074.37739,kWh,0,Cubic meter,839
Kipling Acres,184590,Square feet,168,2836954.041,kWh,306370.0645,Cubic meter,"703,865"
Kennedy Eglinton,7653,Square feet,70,120482.4492,kWh,485.926051,Cubic meter,"6,220"
Keele C.C,10000,Square feet,100,10579.20301,kWh,0,Cubic meter,465
Kenaston Gardens,0,Square feet,100,5330.853847,kWh,0,Cubic meter,235
Kew Gardens Outdoor Rink,797,Square feet,100,298411.1173,kWh,0,Cubic meter,"13,130"
Kew Gardens Park,18406,Square feet,100,323184.4266,kWh,8125.031667,Cubic meter,"29,576"
Kipling Maintenance Yard,27373,Square feet,70,176523.5433,kWh,47665.08824,Cubic meter,"97,854"
Keelesdale Park,0,Square feet,100,203564.2416,kWh,0,Cubic meter,"8,957"
Knob Hill Park-ODP,3255,Square feet,100,18545.36621,kWh,0,Cubic meter,816
Kennedy Pumping Station,5360,Square feet,168,5155258.32,kWh,0,Cubic meter,"226,831"
Keele Pumping Station,2745,Square feet,168,6146033.95,kWh,0,Cubic meter,"270,425"
Toronto Sculpture Garden,8773,Square feet,100,22315.06084,kWh,0,Cubic meter,982
Former Hydro Building,22497,Square feet,70,558476.508,kWh,3926.832594,Cubic meter,"31,995"
King St Garage,83485,Square feet,70,454731.407,kWh,200053.4123,Cubic meter,"398,109"
Keele Valley Landfill,10764,Square feet,70,546426.0217,kWh,0,Cubic meter,"24,043"
Kiwanis Pool Change Rooms,2939,Square feet,100,165158.3874,kWh,0,Cubic meter,"7,267"
Kirkwood Park T.C,0,Square feet,100,13925.36257,kWh,0,Cubic meter,613
Kipling Yard,11001,Square feet,70,388462.4701,kWh,48383.46959,Cubic meter,"108,537"
NE District Office / Station #20,15887,Square feet,168,253198.2469,kWh,32564,Cubic meter,"72,687"
L'Amoreux Fieldhouse,0,Square feet,100,16738.90556,kWh,0,Cubic meter,737
Lakeshore Community Ctr,5952,Square feet,100,97737.05108,kWh,0,Cubic meter,"4,300"
Lambton Park Arena,24854,Square feet,100,506956.0103,kWh,39720.90292,Cubic meter,"97,379"
L'Amoreaux C.C,25995,Square feet,100,400008.4702,kWh,0,Cubic meter,"17,600"
Lamp Senior Centre,26318,Square feet,100,475066.5368,kWh,39474.39021,Cubic meter,"95,510"
L'Amoreaux Park Yard,1690,Square feet,100,56547.88151,kWh,0,Cubic meter,"2,488"
La Rose Park,0,Square feet,100,2049.02889,kWh,0,Cubic meter,90
L'Amoreaux Sports Centre,24779,Square feet,100,0,0,3833.462316,Cubic meter,"7,245"
L'Amoreaux Tennis Club,31474,Square feet,100,1224954.781,kWh,141594.1276,Cubic meter,"321,511"
Lawren Harris Square,0,Square feet,100,15584.59468,kWh,0,Cubic meter,686
Lawrence Heights C.C.,22152,Square feet,100,222589.1234,kWh,33660.084,Cubic meter,"73,411"
Long Branch,6415,Square feet,70,69540.71408,kWh,9365.82353,Cubic meter,"20,761"
Leuty Beach,1000,Square feet,168,9854.870677,kWh,0,Cubic meter,434
Lambton Kingsway Pool/Rink,1076,Square feet,100,206480.6701,kWh,10874,Cubic meter,"29,637"
Long Branch Sewage Pumping Station,3068,Square feet,168,248956.7186,kWh,0,Cubic meter,"10,954"
Leaside,11991,Square feet,70,222481.0435,kWh,24463.17427,Cubic meter,"56,025"
Leaside Gardens Curling Club,27814,Square feet,100,361975.66,kWh,44143.06371,Cubic meter,"99,357"
Leaside Gardens,25586,Square feet,100,2286885.331,kWh,0,Cubic meter,"100,623"
Ledbury Community Center,5780,Square feet,100,187208.4382,kWh,25525.10114,Cubic meter,"56,480"
Lake Front Boat Hse,0,Square feet,100,14878.00822,kWh,0,Cubic meter,655
Langford Parkette,0,Square feet,100,908.912052,kWh,0,Cubic meter,40
Leslie Grove Park,1389,Square feet,100,8551.79086,kWh,3780.402522,Cubic meter,"7,521"
Lisgar Park,0,Square feet,100,8017.736027,kWh,0,Cubic meter,353
Lithuania Park,1582,Square feet,100,6984.387195,kWh,1161,Cubic meter,"2,502"
Livingston Rd Sewage Pumping Station,0,Square feet,168,167651.937,kWh,0,Cubic meter,"7,377"
Lakeshore Lodge,88964,Square feet,168,1565978.84,kWh,194666.2053,Cubic meter,"436,822"
Lillian Park,0,Square feet,100,3060.988644,kWh,0,Cubic meter,135
Asquith Green Social Housing,6329,Square feet,168,136549.2641,kWh,7040.515541,Cubic meter,"19,315"
Riverside Sewage Pumping Station,0,Square feet,168,2120.769512,kWh,0,Cubic meter,93
Little Norway Park,2540,Square feet,100,95295.25718,kWh,0,Cubic meter,"4,193"
Locke,11647,Square feet,70,186400.9055,kWh,62902.53457,Cubic meter,"127,087"
Logan Ave Parkette,0,Square feet,100,908.931921,kWh,0,Cubic meter,40
Long Branch Arena,25629,Square feet,100,586057.9476,kWh,43222.48727,Cubic meter,"107,477"
Laura Park - Lights,0,Square feet,100,7278.56178,kWh,0,Cubic meter,320
Lytton Park Bowling Club,3229,Square feet,100,2316.019247,kWh,0,Cubic meter,102
Lawrence Pumping Station,15629,Square feet,168,4884244.78,kWh,0,Cubic meter,"214,907"
Lillian H Smith,38933,Square feet,70,1005441.87,kWh,111890.7186,Cubic meter,"255,713"
Lakeshore Assembly Hall,14596,Square feet,100,292628.5129,kWh,42750.44606,Cubic meter,"93,674"
Palaise Royale,28503,Square feet,100,403153.26,kWh,0,Cubic meter,"17,739"
Leaside Lawn Bowling Club,2207,Square feet,100,9921.389844,kWh,0,Cubic meter,437
Leaside Park Pool,5662,Square feet,100,63165.02895,kWh,20226.78932,Cubic meter,"41,008"
Wadsworth Park,0,Square feet,100,2698.8136,kWh,0,Cubic meter,119
Lanyard Park - Flood Lights,0,Square feet,100,0,kWh,0,Cubic meter,976
Lytton Park,4306,Square feet,100,17623.82594,kWh,0,Cubic meter,775
Main Street,8665,Square feet,70,83248.09706,kWh,10264.17647,Cubic meter,"23,062"
Malta Park,0,Square feet,100,454.430042,kWh,0,Cubic meter,20
Malvern R.C,106466,Square feet,100,2525468.29,kWh,188826,Cubic meter,"468,002"
Maple Leaf A.I.R,2303,Square feet,100,82529.28024,kWh,0,Cubic meter,"3,631"
Markdale Rec & Daycare,1829,Square feet,100,11732.9285,kWh,3716.115865,Cubic meter,"7,540"
Martingrove Rink (outdoor),4435,Square feet,100,191433.3253,kWh,13035.8841,Cubic meter,"33,061"
Maryvale Park,5100,Square feet,100,32659.98035,kWh,11142.9129,Cubic meter,"22,497"
Maria A Shchuka,25475,Square feet,70,255261.0351,kWh,25209.22384,Cubic meter,"58,877"
Masaryk-Cowan C.R.C,32270,Square feet,100,433302.7606,kWh,34156.83614,Cubic meter,"83,622"
Matty Eckler R.C,47383,Square feet,100,593377.04,kWh,145442.0478,Cubic meter,"300,994"
Malvern Childcare Centre,6501,Square feet,100,151347.9986,kWh,6758,Cubic meter,"19,432"
McCormick Arena,37082,Square feet,100,1093777.78,kWh,0,Cubic meter,"48,126"
McCormick R.C,43099,Square feet,100,1274443.55,kWh,141446.9434,Cubic meter,"323,410"
McDairmid Woods,301,Square feet,70,48416.67452,kWh,0,Cubic meter,"2,130"
McGregor Park C.C,45262,Square feet,100,848538.5782,kWh,51286.91675,Cubic meter,"134,268"
McNicoll Park,0,Square feet,100,9616.661714,kWh,0,Cubic meter,423
Marie Curtis Park,3014,Square feet,100,50835.38469,kWh,0,Cubic meter,"2,237"
McCleary Park,603,Square feet,100,29149.50812,kWh,0,Cubic meter,"1,283"
Mount Dennis,11345,Square feet,70,131505.8688,kWh,8636.149107,Cubic meter,"22,109"
Metro 27 Lighting,0,Square feet,168,346301.4503,kWh,0,Cubic meter,"15,237"
Moatfield Farm Park,0,Square feet,100,25910.96843,kWh,0,Cubic meter,"1,140"
Mainland Ferry Terminal,6135,Square feet,100,762434.108,kWh,7765.497148,Cubic meter,"48,224"
Martin Grove House / Bungalow,4790,Square feet,100,9646.212856,kWh,1478.727345,Cubic meter,"3,219"
MacGregor Park,0,Square feet,100,46749.04064,kWh,0,Cubic meter,"2,057"
Metro Hall,787186,Square feet,70,9069607.96,kWh,0,Cubic meter,"1,572,820"
Metro Hall Square,0,Square feet,100,116606,kWh,0,Cubic meter,"5,131"
Mimico,17470,Square feet,70,81851.04327,kWh,24274.06212,Cubic meter,"49,479"
Don Montgomery,89125,Square feet,100,1856620.73,kWh,143128.9827,Cubic meter,"352,205"
Milliken Concession,4004,Square feet,100,161702.3307,kWh,0,Cubic meter,"7,115"
Milliken Park Rec Center,17631,Square feet,100,334035.5411,kWh,55932,Cubic meter,"120,409"
Millwood Park,0,Square feet,100,17548.85577,kWh,0,Cubic meter,772
Mimico Arena,35607,Square feet,100,615952.6887,kWh,42768.44583,Cubic meter,"107,934"
Montgomery's Inn,7642,Square feet,100,290776.9435,kWh,5730.369574,Cubic meter,"23,625"
Mitchell Field Arena,30182,Square feet,100,877625.1732,kWh,65929.98271,Cubic meter,"163,223"
Mackenzie House Museum,2573,Square feet,100,39536.8948,kWh,8990.889412,Cubic meter,"18,732"
Milliken Pumping Station,0,Square feet,168,3676583.52,kWh,0,Cubic meter,"161,770"
Maple Leaf Quay Park,0,Square feet,100,75236.23541,kWh,0,Cubic meter,"3,310"
Mel Lastman Square,0,Square feet,100,276431.25,kWh,0,Cubic meter,"12,163"
Memorial Park,0,Square feet,100,21522.72687,kWh,0,Cubic meter,947
Memorial Pool and Health Club,13444,Square feet,100,11129.21134,kWh,0,Cubic meter,490
Monarch Park,22787,Square feet,100,28631.53112,kWh,0,Cubic meter,"1,260"
Monarch Park Serv Yard,13950,Square feet,70,75364.32482,kWh,0,Cubic meter,"3,316"
Moorevale Park,2390,Square feet,100,21073.04618,kWh,5786.49787,Cubic meter,"11,864"
Morningside Yard,14779,Square feet,70,433366.3704,kWh,51226,Cubic meter,"115,885"
