Operation Name,Total Floor Area,,Avg hrs/wk,Electricity,,Natural Gas,,"GHG Emissions
(Kg)"
Glen Stewart Av Park,847453,Square feet,100,3770.824178,kWh,0,Cubic meter,136
Glendora Park,386941,Square feet,100,2269.291272,kWh,0,Cubic meter,82
Gracedale Park,345941,Square feet,100,23889.35319,kWh,0,Cubic meter,860
Grafton Parkette,1,Square feet,100,908.931569,kWh,0,Cubic meter,33
Grange Park FH / WR,1679,Square feet,100,62881.85224,kWh,0,Cubic meter,"2,264"
Grattan Park,7545,Square feet,100,1333.901625,kWh,0,Cubic meter,48
Graydon Hall Tennis,571262,Square feet,100,5908.626807,kWh,0,Cubic meter,213
Greenfield - Longmore Lands,43669,Square feet,168,2762.478751,kWh,0,Cubic meter,99
Greenfield Park,104614,Square feet,168,2157.50925,kWh,0,Cubic meter,78
Greenwood Park,21130,Square feet,100,534366.907,kWh,47991.41515,Cubic meter,"110,406"
Greystone Park,117628,Square feet,100,4005.769003,kWh,0,Cubic meter,144
Gwendolen Park Tennis,1916,Square feet,100,43409.62571,kWh,0,Cubic meter,"1,563"
Halbert Park,3150,Square feet,100,10207.56434,kWh,0,Cubic meter,367
Hanlan's Point Buildings,7524,Square feet,100,305650.0394,kWh,0,Cubic meter,"11,003"
Harbour Square WR,829,Square feet,100,57664.86386,kWh,0,Cubic meter,"2,076"
Harryetta Gardens,212318,Square feet,100,670.451769,kWh,0,Cubic meter,24
Havenbrook Park Tennis,1916,Square feet,100,36801.92846,kWh,0,Cubic meter,"1,325"
Hazeldean Park,1,Square feet,100,6362.558308,kWh,0,Cubic meter,229
Hendon Park,2056,Square feet,100,61919.08518,kWh,99,Cubic meter,"2,417"
Hickory Tree,1,Square feet,100,16876.09379,kWh,0,Cubic meter,608
Hickory Tree Lawn Fountain,1,Square feet,100,65006.90754,kWh,0,Cubic meter,"2,340"
Hideaway Park,194,Square feet,100,2533.020895,kWh,0,Cubic meter,91
High Park,13,Square feet,100,456861.8137,kWh,25899.08251,Cubic meter,"65,647"
High Park Ice Rink,1,Square feet,100,362417.1701,kWh,0,Cubic meter,"13,047"
High Park Tennis Club,1,Square feet,100,60064.80654,kWh,7274.284355,Cubic meter,"15,981"
Highland Creek Bwlng,3077089,Square feet,100,2417.567424,kWh,0,Cubic meter,87
Highview Park,551144,Square feet,100,51934.09982,kWh,0,Cubic meter,"1,870"
Hillcrest Park,1604,Square feet,100,48911.82857,kWh,295.533333,Cubic meter,"2,322"
Hillsdale Ave Parkette,7997,Square feet,100,20.160337,kWh,0,Cubic meter,1
Hinder Property,1012,Square feet,100,43799.45232,kWh,0,Cubic meter,"1,577"
Hodgson School,2874,Square feet,100,310017.9047,kWh,2891.303031,Cubic meter,"16,653"
Hollywood Park Tennis,1668,Square feet,100,23804.84507,kWh,3846.506588,Cubic meter,"8,164"
Home Smith Park Wr,431,Square feet,100,12932.66699,kWh,0,Cubic meter,466
Howard Talbot Park,529745,Square feet,100,30061.87673,kWh,0,Cubic meter,"1,082"
HTO Park,142298,Square feet,100,31093.32082,kWh,0,Cubic meter,"1,119"
Humber Bay Park East,2551,Square feet,100,110780.6238,kWh,0,Cubic meter,"3,988"
Humber Bay Park West,3875,Square feet,100,65278.11063,kWh,3265.947312,Cubic meter,"8,554"
Humber Bay Park West Trail,2779467,Square feet,100,23834.99444,kWh,0,Cubic meter,858
Humber Valley Gc Serv.bldg,4080,Square feet,100,45377.61149,kWh,0,Cubic meter,"1,634"
Humber Valley Golf Course,4327,Square feet,100,69307.24698,kWh,42364.69401,Cubic meter,"82,975"
Humber Valley Rink,2357,Square feet,100,179272.9578,kWh,9681.029091,Cubic meter,"24,845"
Huron St Plaground,22442,Square feet,100,2272.341365,kWh,0,Cubic meter,82
Iroquois Fieldhouse,435809,Square feet,100,5340.974622,kWh,0,Cubic meter,192
Ivan Forrest Gardens,52441,Square feet,100,149.42774,kWh,0,Cubic meter,5
Jack Goodlad Park,2271,Square feet,100,56728.19173,kWh,2807.409091,Cubic meter,"7,375"
James Gardens,2411,Square feet,100,54952.7335,kWh,9650.836591,Cubic meter,"20,312"
Jean Augustine Park,86681,Square feet,100,7076.1495,kWh,0,Cubic meter,255
Jean Sibelius Square,183,Square feet,100,12433.25362,kWh,0,Cubic meter,448
Jeff Healey Park,608634,Square feet,100,3259.080575,kWh,0,Cubic meter,117
John Tabor Park,278462,Square feet,100,3782.398517,kWh,0,Cubic meter,136
Jonathan Ashbridge Park,1,Square feet,100,9089.370764,kWh,0,Cubic meter,327
Joseph Bannon Park,1,Square feet,100,95377.70516,kWh,0,Cubic meter,"3,434"
Joseph Sheard Parkette,1,Square feet,100,908.931021,kWh,0,Cubic meter,33
June Callwood Park,93839,Square feet,100,11682.93495,kWh,0,Cubic meter,421
Keele C.C,10000,Square feet,100,7228.602747,kWh,0,Cubic meter,260
Keelesdale Park,1399233,Square feet,100,102391.6002,kWh,0,Cubic meter,"3,686"
Kenaston Gardens,12432,Square feet,100,5839.617024,kWh,0,Cubic meter,210
Kew Gardens Outdoor Rink,797,Square feet,100,354161.205,kWh,0,Cubic meter,"12,750"
Kew Gardens Park,18406,Square feet,100,314136.06,kWh,13972.40063,Cubic meter,"37,852"
Kirkwood Park T.C,195537,Square feet,100,11867.60256,kWh,0,Cubic meter,427
Kiwanis Pool Change Rooms,2939,Square feet,100,161731.9919,kWh,0,Cubic meter,"5,822"
Knob Hill Park-ODP,3255,Square feet,100,16796.78579,kWh,0,Cubic meter,605
L'Amoreux Fieldhouse,1991,Square feet,100,11117.42463,kWh,0,Cubic meter,400
La Rose Park,207603,Square feet,100,2196.707935,kWh,0,Cubic meter,79
Lake Front Boat Hse,1,Square feet,100,11752.26454,kWh,0,Cubic meter,423
Lambton Kingsway Pool/Rink,1076,Square feet,100,237241.9572,kWh,9801,Cubic meter,"27,160"
Langford Parkette,1,Square feet,100,908.931331,kWh,0,Cubic meter,33
Lanyard Park - Flood Lights,229088,Square feet,100,17010.07117,kWh,0,Cubic meter,612
Laura Park - Lights,206354,Square feet,100,5608.725927,kWh,0,Cubic meter,202
Lawren Harris Square,12916,Square feet,100,19063.63797,kWh,0,Cubic meter,686
Leaside Lawn Bowling Club,2207,Square feet,100,10260.92073,kWh,0,Cubic meter,369
Leaside Park Pool,5662,Square feet,100,60248.71564,kWh,20250.96667,Cubic meter,"40,640"
Leonard Linton Park,87112,Square feet,100,2639.624849,kWh,0,Cubic meter,95
Lessard Park,157820,Square feet,100,1554.266853,kWh,0,Cubic meter,56
Liberty Village Park,45197,Square feet,100,12806.67405,kWh,0,Cubic meter,461
Lillian Park,110028,Square feet,100,2883.483999,kWh,0,Cubic meter,104
Lisgar Park,31850,Square feet,100,10285.52198,kWh,0,Cubic meter,370
Lithuania Park,1582,Square feet,100,7296.675804,kWh,0,Cubic meter,263
Little Norway Park,2540,Square feet,100,99564.24894,kWh,0,Cubic meter,"3,584"
Littles Park,526032,Square feet,100,200.933933,kWh,0,Cubic meter,7
Logan Ave Parkette,1,Square feet,100,908.931271,kWh,0,Cubic meter,33
Long Branch Park,154892,Square feet,100,210.707818,kWh,0,Cubic meter,8
Lora Hill Park,101428,Square feet,100,3270.957058,kWh,0,Cubic meter,118
Lytton Park,4306,Square feet,100,19068.82143,kWh,0,Cubic meter,686
Lytton Park Bowling Club,3229,Square feet,100,2345.425043,kWh,0,Cubic meter,84
MacGregor Park,157680,Square feet,100,63093.47289,kWh,0,Cubic meter,"2,271"
Mainland Ferry Terminal,6135,Square feet,100,633928.0587,kWh,6236.132187,Cubic meter,"34,668"
Malta Park,20677,Square feet,100,454.460807,kWh,0,Cubic meter,16
Manchester Park,250486,Square feet,100,11182.2026,kWh,0,Cubic meter,403
Maple Leaf A.I.R,2303,Square feet,100,86512.84355,kWh,0,Cubic meter,"3,114"
Maple Leaf Quay Park,42689,Square feet,100,98969.1122,kWh,0,Cubic meter,"3,563"
Marie Curtis Park,3014,Square feet,100,53604.5695,kWh,0,Cubic meter,"1,930"
Martin Grove Gardens Park,408372,Square feet,100,2021.373526,kWh,0,Cubic meter,73
Martin Grove House / Bungalow,4790,Square feet,100,7270.049571,kWh,1487.924412,Cubic meter,"3,088"
Martingrove Rink (outdoor),4435,Square feet,100,238691.455,kWh,15659.11088,Cubic meter,"38,340"
Maryland Park Tennis Clubhouse,1151,Square feet,100,15811.18294,kWh,0,Cubic meter,569
Maryvale Park,5100,Square feet,100,25922.00223,kWh,2184.141304,Cubic meter,"5,082"
McCleary Park,603,Square feet,100,31122.94004,kWh,0,Cubic meter,"1,120"
McNicoll Park,304877,Square feet,100,26565.79776,kWh,0,Cubic meter,956
Mel Lastman Square,117692,Square feet,100,268641.8019,kWh,0,Cubic meter,"9,671"
Memorial Park,584157,Square feet,100,12889.1075,kWh,0,Cubic meter,464
Metro Square Eternal Flame,1,Square feet,100,0,0,8089.208009,Cubic meter,"15,367"
Milliken Concession,4004,Square feet,100,180472.6549,kWh,0,Cubic meter,"6,497"
Millwood Park,458983,Square feet,100,18764.98056,kWh,0,Cubic meter,676
Mimico Memorial Park,149553,Square feet,100,7858.896625,kWh,0,Cubic meter,283
Moatfield Farm Park,1030127,Square feet,100,15600.97209,kWh,0,Cubic meter,562
Monarch Park,22787,Square feet,100,28631.82115,kWh,0,Cubic meter,"1,031"
Monarch Park Pool,9364,Square feet,100,667621.8841,kWh,26193.20089,Cubic meter,"73,793"
Moorevale Park,2390,Square feet,100,64094.8935,kWh,6948.370023,Cubic meter,"15,507"
Morningside Park,4392,Square feet,100,106490.107,kWh,0,Cubic meter,"3,834"
Morse St Playground,29762,Square feet,100,1786.242898,kWh,0,Cubic meter,64
Mt Pleasant Parkette,17491,Square feet,100,13405.792,kWh,0,Cubic meter,483
Muirhead Park,21219,Square feet,100,12556.49456,kWh,0,Cubic meter,452
Murison Woods Park,499001,Square feet,100,4791.609016,kWh,0,Cubic meter,172
Neilson Park,3251,Square feet,100,107989.5132,kWh,5311.339761,Cubic meter,"13,978"
Nightstar Park,34455,Square feet,100,628.705595,kWh,0,Cubic meter,23
Norman Jewison Park,25338,Square feet,168,4966.174008,kWh,0,Cubic meter,179
North Humber Park Lighting,183481,Square feet,100,5832.797266,kWh,0,Cubic meter,210
North Linear Park,1,Square feet,100,41404.90934,kWh,0,Cubic meter,"1,491"
Northwood Park,850,Square feet,100,13483.71063,kWh,0,Cubic meter,485
Norwood Park,1905,Square feet,100,7868.711769,kWh,3827.873935,Cubic meter,"7,555"
Oakcrest Park,183,Square feet,100,537.474,kWh,0,Cubic meter,19
Oakdale VIllage Park,123451,Square feet,100,2593.875018,kWh,0,Cubic meter,93
Oates Park,130264,Square feet,100,3786.874947,kWh,0,Cubic meter,136
Old Orchard Park,50611,Square feet,100,2830.417844,kWh,0,Cubic meter,102
Olympic Island Buildings,4725,Square feet,100,42976.08319,kWh,0,Cubic meter,"1,547"
Oriole Park WR,377,Square feet,100,10295.61056,kWh,0,Cubic meter,371
Osler Playground,183,Square feet,100,6817.023166,kWh,0,Cubic meter,245
Osler Walkway,1722,Square feet,100,17977.54152,kWh,0,Cubic meter,647
Otter Creek Park,3035,Square feet,100,350523.4302,kWh,0,Cubic meter,"12,619"
Ourland Pool (outdoor),1098,Square feet,100,31654.34163,kWh,0,Cubic meter,"1,140"
Pantry Park / Beaches Park,7373,Square feet,100,84325.82775,kWh,0,Cubic meter,"3,036"
Pape Ave Playground,121244,Square feet,100,7290.364686,kWh,0,Cubic meter,262
Park Lights - unknown name,1,Square feet,100,909158.892,kWh,0,Cubic meter,"32,730"
Parklawn Pool/Rink,5210,Square feet,100,601157.2078,kWh,56546.94242,Cubic meter,"129,063"
Parks Various Locations,85,Square feet,100,1114905.913,kWh,0,Cubic meter,"40,137"
Perth Ave Square,65315,Square feet,100,2725.808094,kWh,0,Cubic meter,98
Perth Square Park WR,560,Square feet,100,14665.22911,kWh,0,Cubic meter,528
Phin Ave Parkette,102084,Square feet,100,7861.178209,kWh,0,Cubic meter,283
Pine Point C.C & Pool,17265,Square feet,100,61996.6,kWh,17102,Cubic meter,"34,720"
Pine Point Park,4270484,Square feet,100,53073.90096,kWh,0,Cubic meter,"1,911"
Pine Point Park Tennis,1755,Square feet,100,3811.159146,kWh,0,Cubic meter,137
Polson Street Park,3,Square feet,100,31343.97221,kWh,0,Cubic meter,"1,128"
Poplar Plains Parkette,30623,Square feet,100,1363.400354,kWh,0,Cubic meter,49
Port Union Park,1,Square feet,168,1221.831263,kWh,0,Cubic meter,44
Port Union Village Comm Park,15300,Square feet,100,27759.13054,kWh,0,Cubic meter,999
Prairie Drive Park,144182,Square feet,100,4239.362607,kWh,0,Cubic meter,153
Pricefield Rd Playground,82107,Square feet,100,9766.287676,kWh,0,Cubic meter,352
Prince Of Wales Rink (outdoor),1970,Square feet,100,124784.2499,kWh,9168.792016,Cubic meter,"21,910"
Princess Park,36726,Square feet,100,14239.23269,kWh,0,Cubic meter,513
Queen's Park Outdoor Ltg,1,Square feet,100,24684.504,kWh,0,Cubic meter,889
Queensway Park,338072,Square feet,100,46878.59965,kWh,0,Cubic meter,"1,688"
Queensway Rink,1603,Square feet,100,7337.620967,kWh,3866.75744,Cubic meter,"7,610"
Ramsden Park,3434,Square feet,100,389986.6764,kWh,5918.801818,Cubic meter,"25,283"
Ravina Gardens,194,Square feet,100,464.878449,kWh,0,Cubic meter,17
Rean Park,113709,Square feet,100,4461.515219,kWh,0,Cubic meter,161
Regan Park,12819,Square feet,100,624.985002,kWh,0,Cubic meter,22
Regent Park South Rink,2519,Square feet,100,214578.5967,kWh,0,Cubic meter,"7,725"
Rennie Park /Ice Rink,495,Square feet,100,490591.6083,kWh,0,Cubic meter,"17,661"
Rennie Park /Tennis,1047113,Square feet,100,112424.5072,kWh,0,Cubic meter,"4,047"
Richmond Gardens Pool (outdoor),2594,Square feet,100,47358.43802,kWh,5804.240934,Cubic meter,"12,731"
Richview Park,1179380,Square feet,100,10535.52096,kWh,0,Cubic meter,379
Ridge Park,1,Square feet,100,2847.851609,kWh,0,Cubic meter,103
Rivercrest Rink,495,Square feet,100,141950.2514,kWh,0,Cubic meter,"5,110"
Riverdale Park East,23401,Square feet,100,442935.4748,kWh,59521.49473,Cubic meter,"129,018"
Riverdale Park West,1,Square feet,100,295249.4791,kWh,12011.72727,Cubic meter,"33,448"
Rosedale Park,4575,Square feet,100,224033.8499,kWh,1341.306386,Cubic meter,"10,613"
Rosegarden Park,1,Square feet,100,14282.83412,kWh,0,Cubic meter,514
Rosethorn Park,125830,Square feet,100,5709.884111,kWh,0,Cubic meter,206
Rosetta Mcclain Gardens,1098,Square feet,100,29516.00821,kWh,0,Cubic meter,"1,063"
Rotary Peace Park,1647,Square feet,100,8321.98456,kWh,2443.840705,Cubic meter,"4,942"
Rotary Pool (outdoor),3477,Square feet,100,31555.98581,kWh,21244,Cubic meter,"41,493"
Rouge Beach Park,6975,Square feet,100,18728.33633,kWh,0,Cubic meter,674
Roundhouse Park,515440,Square feet,100,23967.30123,kWh,0,Cubic meter,863
Rowntree Mills Park,1389,Square feet,100,52958.23175,kWh,0,Cubic meter,"1,906"
Roxborough Parkette,86143,Square feet,100,13527.01218,kWh,0,Cubic meter,487
Royalcrest Rink (outdoor),2508,Square feet,100,244841.5703,kWh,0,Cubic meter,"8,814"
Roywood A.I.R,2303,Square feet,100,90314.06415,kWh,0,Cubic meter,"3,251"
Ruddington Park,240810,Square feet,100,3112.8,kWh,0,Cubic meter,112
Runnymede Park,486001,Square feet,100,35563.89369,kWh,0,Cubic meter,"1,280"
Ryerson Community Park,1421,Square feet,100,145084.1847,kWh,0,Cubic meter,"5,223"
SADRA Park,129080,Square feet,100,454.460807,kWh,0,Cubic meter,16
Salem Parkette,20343,Square feet,100,55902.60472,kWh,0,Cubic meter,"2,012"
Scarborough Bluffs,97,Square feet,100,22674.25883,kWh,0,Cubic meter,816
Scarborough Village Fieldhouse,828,Square feet,100,5603.04,kWh,0,Cubic meter,202
Scarlett Woods Golf Course,3348,Square feet,100,37510.0723,kWh,8845.633089,Cubic meter,"18,154"
Seasons Park,289656,Square feet,100,5381.773068,kWh,0,Cubic meter,194
Seneca Hill Park,234599,Square feet,100,10065.82643,kWh,0,Cubic meter,362
Sentinel Park Baseball,2443,Square feet,100,23435.92533,kWh,0,Cubic meter,844
Serena Gundy Park,1477831,Square feet,100,11822.45734,kWh,0,Cubic meter,426
Seven Oaks Tennis,466690,Square feet,100,8843.630946,kWh,0,Cubic meter,318
Sherbourne Common North Park,1,Square feet,100,6113.065,kWh,0,Cubic meter,220
Sherwood Park,5909,Square feet,100,95100.43665,kWh,0,Cubic meter,"3,424"
Sir Adam Beck,160134,Square feet,100,1371.448912,kWh,0,Cubic meter,49
Sir Adam Beck Rink,2196,Square feet,100,212551.1725,kWh,7708.962903,Cubic meter,"22,296"
Sir Winston Churchill Pk,934931,Square feet,100,24687.88129,kWh,6854.154506,Cubic meter,"13,910"
Sisken Trail Park,42162,Square feet,100,997.053794,kWh,0,Cubic meter,36
Smithfield Pool (outdoor),850,Square feet,100,23609.45093,kWh,5804.587379,Cubic meter,"11,877"
Smythe Park,3000,Square feet,100,84096.72918,kWh,15672,Cubic meter,"32,799"
Spadina Road Parkette,18632,Square feet,100,5908.082418,kWh,0,Cubic meter,213
St Andrew's Playground,194,Square feet,100,9954.52583,kWh,0,Cubic meter,358
St Clair Gardens - ele,21936,Square feet,100,2887.901299,kWh,0,Cubic meter,104
St Jamestown West Park,1,Square feet,100,1817.868403,kWh,0,Cubic meter,65
Stan Wadlow Park,9982,Square feet,100,193.462929,kWh,0,Cubic meter,7
Stanley Park,4855,Square feet,100,13431.85105,kWh,1925.223704,Cubic meter,"4,141"
Stanley Park - Baseball Diamond,1,Square feet,100,52781.22848,kWh,0,Cubic meter,"1,900"
Starry Park,201026,Square feet,100,364.80672,kWh,0,Cubic meter,13
Stephenson Park,1,Square feet,100,18316.0313,kWh,0,Cubic meter,659
Strathburn Park,130825,Square feet,100,4492.79765,kWh,0,Cubic meter,162
Sugar Beach Park,44885,Square feet,100,30678.52132,kWh,0,Cubic meter,"1,104"
Summerlea Rink,2489025,Square feet,100,193367.136,kWh,0,Cubic meter,"6,961"
Sunnybrook Stable,7535,Square feet,100,54864.41302,kWh,2837.997068,Cubic meter,"7,366"
Sunnydale Rink (outdoor),3509,Square feet,100,252854.9174,kWh,14713.71744,Cubic meter,"37,054"
Sunnyside Park,52033,Square feet,100,410915.0929,kWh,63440.84724,Cubic meter,"135,311"
Suydam Park,194,Square feet,100,2897.487654,kWh,0,Cubic meter,104
Sweeney Park,309161,Square feet,100,12772.16623,kWh,0,Cubic meter,460
Symington Park,1,Square feet,100,2792.574222,kWh,0,Cubic meter,101
Taddle Creek Park,34573,Square feet,100,2272.746999,kWh,0,Cubic meter,82
Talbot Park Clubhouse,2820,Square feet,100,15961.86127,kWh,0,Cubic meter,575
Tam O'shanter Golf Course,4489,Square feet,100,122087.907,kWh,14783.70071,Cubic meter,"32,480"
Taylor Creek Park,1690,Square feet,100,34763.68241,kWh,0,Cubic meter,"1,251"
The Mission Ground,8438,Square feet,100,2272.33958,kWh,0,Cubic meter,82
Thomas Riley Park,1599204,Square feet,100,26520.77049,kWh,5897.576426,Cubic meter,"12,158"
Thomson Memorial Park,4500799,Square feet,100,187039.9819,kWh,6462.570398,Cubic meter,"19,010"
Three Valley Park,417994,Square feet,100,6552.248417,kWh,0,Cubic meter,236
Topham Park,220606,Square feet,100,15795.57455,kWh,0,Cubic meter,569
Toronto Island Filtration Plant,1,Square feet,168,1695.050117,kWh,0,Cubic meter,61
Toronto Sculpture Garden,8773,Square feet,100,15471.06602,kWh,0,Cubic meter,557
Totts Tot Lot,71752,Square feet,100,75.733001,kWh,0,Cubic meter,3
Tournament Park Tennis,1259,Square feet,100,9421.993742,kWh,0,Cubic meter,339
Trinity Bellwoods Outdoor Rink,1001,Square feet,100,182238.6338,kWh,729.702424,Cubic meter,"7,947"
Trinity Bellwoods Park,42830,Square feet,100,56546.76447,kWh,7922.699394,Cubic meter,"17,086"
Trinity Square Park,1,Square feet,100,58681.77609,kWh,0,Cubic meter,"2,113"
Trumpeter Park,26210,Square feet,100,1720.246016,kWh,0,Cubic meter,62
Ukranian Canadian Memorial Park,24627,Square feet,100,21304.70441,kWh,0,Cubic meter,767
Underpass Park,93043,Square feet,100,7636.793424,kWh,0,Cubic meter,275
University Avenue Islands,1,Square feet,100,18290.44571,kWh,0,Cubic meter,658
Valleyfield Rink (outdoor),267989,Square feet,100,137151.8545,kWh,0,Cubic meter,"4,937"
Vermont Square Park,1,Square feet,100,5508.360186,kWh,0,Cubic meter,198
Viewmount Park Tennis,1916,Square feet,100,59636.48621,kWh,0,Cubic meter,"2,147"
Vine Avenue Playground,54207,Square feet,100,5472.29182,kWh,0,Cubic meter,197
Wadsworth Park,193050,Square feet,100,5419.760694,kWh,0,Cubic meter,195
Wanless Park,337114,Square feet,100,55966.5795,kWh,135.417582,Cubic meter,"2,272"
Wedgewood Pool and Rink,2648,Square feet,100,175239.6751,kWh,22112.6,Cubic meter,"48,316"
Wellesley Park,23000,Square feet,100,12361.51845,kWh,0,Cubic meter,445
Wellesworth Park,388889,Square feet,100,612.171,kWh,0,Cubic meter,22
West Deane Park,5898719,Square feet,100,22972.464,kWh,0,Cubic meter,827
West Deane Pool (outdoor),1098,Square feet,100,21046.15474,kWh,7294.527273,Cubic meter,"14,615"
West Humber Parkland,1163,Square feet,100,21453.43493,kWh,0,Cubic meter,772
West Mall Rink and Pool,9192,Square feet,100,403618.474,kWh,34410.90257,Cubic meter,"79,900"
Westgrove Pool (outdoor),1055,Square feet,100,132832.5953,kWh,12296.26855,Cubic meter,"28,141"
Westmount Park and Pool,178691,Square feet,100,1243.295627,kWh,9142,Cubic meter,"17,412"
Weston Park,3250,Square feet,100,61582.60662,kWh,20986,Cubic meter,"42,084"
Westway Rink (outdoor),3714,Square feet,100,164897.8701,kWh,10156.27853,Cubic meter,"25,230"
Westwood Park,12141,Square feet,100,4395.06313,kWh,0,Cubic meter,158
Wexford Park,503912,Square feet,100,2355.037953,kWh,0,Cubic meter,85
Wigmore Park,463859,Square feet,100,13512.36011,kWh,0,Cubic meter,486
Wilket Creek Park,4,Square feet,100,55396.21935,kWh,0,Cubic meter,"1,994"
Willowdale Park Tennis,433021,Square feet,100,5355.487342,kWh,0,Cubic meter,193
Winchester Park North,1,Square feet,100,4077.839137,kWh,0,Cubic meter,147
Wishing Well Park,658439,Square feet,100,46872.22058,kWh,0,Cubic meter,"1,687"
Withrow Park,6835,Square feet,100,4799.617677,kWh,14705.67125,Cubic meter,"28,109"
Withrow Park Ice Rink,452,Square feet,100,367234.978,kWh,0,Cubic meter,"13,220"
Woburn Ave Playground,39880,Square feet,100,12433.53771,kWh,0,Cubic meter,448
Woburn Park,216107,Square feet,100,337.354572,kWh,0,Cubic meter,12
Woodbine Beach Park,7535,Square feet,100,23804.07506,kWh,0,Cubic meter,857
Woodbine Park,1280636,Square feet,100,161670.5033,kWh,0,Cubic meter,"5,820"
York Mills Valley Park,477702,Square feet,100,44095.00944,kWh,0,Cubic meter,"1,587"
Zooview Park,1,Square feet,100,2652.273733,kWh,0,Cubic meter,95
1 Berkeley St,120,Square feet,168,7528.82603,kWh,0,Cubic meter,271
1 Norton Ave,16996,Square feet,168,11262.17138,kWh,0,Cubic meter,405
10 Arundel Ave,11496,Square feet,168,6681.057874,kWh,0,Cubic meter,241
10 Delislie Ave,238,Square feet,168,379281.5977,kWh,0,Cubic meter,"13,654"
10 Dovercourt Rd,8,Square feet,168,1836.076468,kWh,0,Cubic meter,66
10 Empress Ave,68,Square feet,168,9048.949531,kWh,0,Cubic meter,326
10 Kingsdale Ave,50,Square feet,168,3067.530205,kWh,0,Cubic meter,110
11 Grenview Blvd,83,Square feet,168,3374.049645,kWh,0,Cubic meter,121
11 Kenwood Ave,25,Square feet,168,3470.141638,kWh,0,Cubic meter,125
110 Queen St W,598473,Square feet,168,4364297.48,kWh,11527.21667,Cubic meter,"179,013"
1119 Dundas St W,37,Square feet,168,9348.914711,kWh,0,Cubic meter,337
1119 Queen St W,7352,Square feet,168,461.509903,kWh,0,Cubic meter,17
113 Spadina Lot,18,Square feet,168,6447.319616,kWh,0,Cubic meter,232
1141 Eastern Ave,18,Square feet,168,17149.15606,kWh,0,Cubic meter,617
115 Broadview Ave,26135,Square feet,168,5973.866332,kWh,0,Cubic meter,215
1155 King St W,329,Square feet,168,22791.55537,kWh,0,Cubic meter,820
117 Hammersmith Ave,9171,Square feet,168,1890.134508,kWh,0,Cubic meter,68
12 Willingdon Blvd,66,Square feet,168,12134.09909,kWh,0,Cubic meter,437
12 Woodycrest Ave,14198,Square feet,168,3767.920784,kWh,0,Cubic meter,136
120 Sixth St,54,Square feet,168,16085.60063,kWh,0,Cubic meter,579
121 St Patrick St,36,Square feet,168,3741.572991,kWh,0,Cubic meter,135
128 Eighth St,45,Square feet,168,9995.558272,kWh,0,Cubic meter,360
132 Wellington St W,323,Square feet,168,692513.8567,kWh,0,Cubic meter,"24,930"
1325 Queen St W,12303,Square feet,168,6139.022061,kWh,0,Cubic meter,221
135 Greenlaw Ave,13197,Square feet,168,8093.194874,kWh,0,Cubic meter,291
136 Broadview Ave,22,Square feet,168,5788.177278,kWh,0,Cubic meter,208
14 Castlefield Ave,37620,Square feet,168,34177.52438,kWh,0,Cubic meter,"1,230"
140 Fifth St,53,Square feet,168,4385.245076,kWh,0,Cubic meter,158
1439 Danforth Ave,20,Square feet,168,3114.236268,kWh,0,Cubic meter,112
146 Harrison St,15812,Square feet,168,8737.826818,kWh,0,Cubic meter,315
149 Hiawatha Rd,1399,Square feet,168,5237.234918,kWh,0,Cubic meter,189
15 Price St,71,Square feet,168,19859.34139,kWh,0,Cubic meter,715
15 Primrose Ave,23,Square feet,168,8066.382,kWh,0,Cubic meter,290
15 Wellesley St E,41603,Square feet,168,36884.03318,kWh,0,Cubic meter,"1,328"
150 Westmount Ave,14,Square feet,168,2423.694063,kWh,0,Cubic meter,87
1501 Yonge St,37,Square feet,168,4908.040237,kWh,0,Cubic meter,177
1503 Bayview Ave E,25,Square feet,168,2301.557728,kWh,0,Cubic meter,83
1535 Eglinton Ave W,23,Square feet,168,3912.516728,kWh,0,Cubic meter,141
155 Queens Quay E,116,Square feet,168,11572.24,kWh,0,Cubic meter,417
16 Fuller Ave,19547,Square feet,168,8371.349606,kWh,0,Cubic meter,301
16 Lipton Ave,70,Square feet,168,7578.83608,kWh,0,Cubic meter,273
16 Rosehill Ave,557,Square feet,168,1024729.24,kWh,0,Cubic meter,"36,890"
1608 Danforth Ave,8708,Square feet,168,6120.301098,kWh,0,Cubic meter,220
161 Beatrice St,18,Square feet,168,7063.758226,kWh,0,Cubic meter,254
1624 Queen St W,33,Square feet,168,7702.45,kWh,0,Cubic meter,277
18 Ferrier Ave,6900,Square feet,168,1310.109829,kWh,0,Cubic meter,47
18 Ossington Ave,6469,Square feet,168,2767.130819,kWh,0,Cubic meter,100
19 Spadina Rd,65,Square feet,168,14235.48731,kWh,0,Cubic meter,512
1950 Lawrence Ave E,25,Square feet,168,3048.244741,kWh,0,Cubic meter,110
2 Church St,125023,Square feet,168,2188042.186,kWh,0,Cubic meter,"78,770"
20 Augusta Ave,120,Square feet,168,13326.06485,kWh,0,Cubic meter,480
20 Castle Knock Rd,154,Square feet,168,8288.914234,kWh,0,Cubic meter,298
20 Charles St E,430,Square feet,168,489878.4773,kWh,9966,Cubic meter,"36,568"
20 Prescott Ave,37,Square feet,168,7487.971438,kWh,0,Cubic meter,270
20 Saint Andrews St,450,Square feet,168,828002.322,kWh,0,Cubic meter,"29,808"
