Operation Name,Total Floor Area,,Avg hrs/wk,Electricity,,Natural Gas,,"GHG Emissions
(Kg)"
Glen Rouge Park,2013,Square feet,100,220000.1161,kWh,0,Cubic meter,"8,800"
Glen Stewart Av Park,847453,Square feet,100,3770.824178,kWh,0,Cubic meter,151
Glendora Park,386941,Square feet,100,2269.291272,kWh,0,Cubic meter,91
Gracedale Park,345941,Square feet,100,23889.35319,kWh,0,Cubic meter,956
Grafton Parkette,1,Square feet,100,908.931569,kWh,0,Cubic meter,36
Grange Park FH / WR,1679,Square feet,100,62881.85224,kWh,0,Cubic meter,"2,515"
Grattan Park,7545,Square feet,100,1333.901625,kWh,0,Cubic meter,53
Graydon Hall Tennis,571262,Square feet,100,5908.626807,kWh,0,Cubic meter,236
Greenfield - Longmore Lands,43669,Square feet,168,2762.478751,kWh,0,Cubic meter,110
Greenfield Park,104614,Square feet,168,2157.50925,kWh,0,Cubic meter,86
Greenwood Park,21130,Square feet,100,534366.907,kWh,47991.41515,Cubic meter,"112,543"
Greystone Park,117628,Square feet,100,4005.769003,kWh,0,Cubic meter,160
Gwendolen Park Tennis,1916,Square feet,100,43409.62571,kWh,0,Cubic meter,"1,736"
Halbert Park,3150,Square feet,100,10207.56434,kWh,0,Cubic meter,408
Hanlan's Point Buildings,7524,Square feet,100,305650.0394,kWh,0,Cubic meter,"12,226"
Harbour Square WR,829,Square feet,100,57664.86386,kWh,0,Cubic meter,"2,307"
Harryetta Gardens,212318,Square feet,100,670.451769,kWh,0,Cubic meter,27
Havenbrook Park Tennis,1916,Square feet,100,36801.92846,kWh,0,Cubic meter,"1,472"
Hazeldean Park,1,Square feet,100,6362.558308,kWh,0,Cubic meter,255
Hendon Park,2056,Square feet,100,61919.08518,kWh,99,Cubic meter,"2,665"
Hickory Tree,1,Square feet,100,16876.09379,kWh,0,Cubic meter,675
Hickory Tree Lawn Fountain,1,Square feet,100,65006.90754,kWh,0,Cubic meter,"2,600"
Hideaway Park,194,Square feet,100,2533.020895,kWh,0,Cubic meter,101
High Park,13,Square feet,100,456861.8137,kWh,25899.08251,Cubic meter,"67,475"
High Park Ice Rink,1,Square feet,100,362417.1701,kWh,0,Cubic meter,"14,497"
High Park Tennis Club,1,Square feet,100,60064.80654,kWh,7274.284355,Cubic meter,"16,221"
Highland Creek Bwlng,3077089,Square feet,100,2417.567424,kWh,0,Cubic meter,97
Highview Park,551144,Square feet,100,51934.09982,kWh,0,Cubic meter,"2,077"
Hillcrest Park,1604,Square feet,100,48911.82857,kWh,295.533333,Cubic meter,"2,518"
Hillsdale Ave Parkette,7997,Square feet,100,20.160337,kWh,0,Cubic meter,1
Hinder Property,1012,Square feet,100,43799.45232,kWh,0,Cubic meter,"1,752"
Hodgson School,2874,Square feet,100,310017.9047,kWh,2891.303031,Cubic meter,"17,893"
Hollywood Park Tennis,1668,Square feet,100,23804.84507,kWh,3846.506588,Cubic meter,"8,259"
Home Smith Park Wr,431,Square feet,100,12932.66699,kWh,0,Cubic meter,517
Howard Talbot Park,529745,Square feet,100,30061.87673,kWh,0,Cubic meter,"1,202"
HTO Park,142298,Square feet,100,31093.32082,kWh,0,Cubic meter,"1,244"
Humber Bay Park East,2551,Square feet,100,110780.6238,kWh,0,Cubic meter,"4,431"
Humber Bay Park West,3875,Square feet,100,65278.11063,kWh,3265.947312,Cubic meter,"8,815"
Humber Bay Park West Trail,2779467,Square feet,100,23834.99444,kWh,0,Cubic meter,953
Humber Valley Gc Serv.bldg,4080,Square feet,100,45377.61149,kWh,0,Cubic meter,"1,815"
Humber Valley Golf Course,4327,Square feet,100,69307.24698,kWh,42364.69401,Cubic meter,"83,252"
Humber Valley Rink,2357,Square feet,100,179272.9578,kWh,9681.029091,Cubic meter,"25,562"
Huron St Plaground,22442,Square feet,100,2272.341365,kWh,0,Cubic meter,91
Iroquois Fieldhouse,435809,Square feet,100,5340.974622,kWh,0,Cubic meter,214
Ivan Forrest Gardens,52441,Square feet,100,149.42774,kWh,0,Cubic meter,6
Jack Goodlad Park,2271,Square feet,100,56728.19173,kWh,2807.409091,Cubic meter,"7,602"
James Gardens,2411,Square feet,100,54952.7335,kWh,9650.836591,Cubic meter,"20,532"
Jean Augustine Park,86681,Square feet,100,7076.1495,kWh,0,Cubic meter,283
Jean Sibelius Square,183,Square feet,100,12433.25362,kWh,0,Cubic meter,497
Jeff Healey Park,608634,Square feet,100,3259.080575,kWh,0,Cubic meter,130
John Tabor Park,278462,Square feet,100,3782.398517,kWh,0,Cubic meter,151
Jonathan Ashbridge Park,1,Square feet,100,9089.370764,kWh,0,Cubic meter,364
Joseph Bannon Park,1,Square feet,100,95377.70516,kWh,0,Cubic meter,"3,815"
Joseph Sheard Parkette,1,Square feet,100,908.931021,kWh,0,Cubic meter,36
June Callwood Park,93839,Square feet,100,11682.93495,kWh,0,Cubic meter,467
Keele C.C,10000,Square feet,100,7228.602747,kWh,0,Cubic meter,289
Keelesdale Park,1399233,Square feet,100,102391.6002,kWh,0,Cubic meter,"4,096"
Kenaston Gardens,12432,Square feet,100,5839.617024,kWh,0,Cubic meter,234
Kew Gardens Outdoor Rink,797,Square feet,100,354161.205,kWh,0,Cubic meter,"14,166"
Kew Gardens Park,18406,Square feet,100,314136.06,kWh,13972.40063,Cubic meter,"39,109"
Kirkwood Park T.C,195537,Square feet,100,11867.60256,kWh,0,Cubic meter,475
Kiwanis Pool Change Rooms,2939,Square feet,100,161731.9919,kWh,0,Cubic meter,"6,469"
Knob Hill Park-ODP,3255,Square feet,100,16796.78579,kWh,0,Cubic meter,672
L'Amoreux Fieldhouse,1991,Square feet,100,11117.42463,kWh,0,Cubic meter,445
La Rose Park,207603,Square feet,100,2196.707935,kWh,0,Cubic meter,88
Lake Front Boat Hse,1,Square feet,100,11752.26454,kWh,0,Cubic meter,470
Lambton Kingsway Pool/Rink,1076,Square feet,100,237241.9572,kWh,9801,Cubic meter,"28,109"
Langford Parkette,1,Square feet,100,908.931331,kWh,0,Cubic meter,36
Lanyard Park - Flood Lights,229088,Square feet,100,17010.07117,kWh,0,Cubic meter,680
Laura Park - Lights,206354,Square feet,100,5608.725927,kWh,0,Cubic meter,224
Lawren Harris Square,12916,Square feet,100,19063.63797,kWh,0,Cubic meter,763
Leaside Lawn Bowling Club,2207,Square feet,100,10260.92073,kWh,0,Cubic meter,410
Leaside Park Pool,5662,Square feet,100,60248.71564,kWh,20250.96667,Cubic meter,"40,881"
Leonard Linton Park,87112,Square feet,100,2639.624849,kWh,0,Cubic meter,106
Lessard Park,157820,Square feet,100,1554.266853,kWh,0,Cubic meter,62
Liberty Village Park,45197,Square feet,100,12806.67405,kWh,0,Cubic meter,512
Lillian Park,110028,Square feet,100,2883.483999,kWh,0,Cubic meter,115
Lisgar Park,31850,Square feet,100,10285.52198,kWh,0,Cubic meter,411
Lithuania Park,1582,Square feet,100,7296.675804,kWh,0,Cubic meter,292
Little Norway Park,2540,Square feet,100,99564.24894,kWh,0,Cubic meter,"3,983"
Littles Park,526032,Square feet,100,200.933933,kWh,0,Cubic meter,8
Logan Ave Parkette,1,Square feet,100,908.931271,kWh,0,Cubic meter,36
Long Branch Park,154892,Square feet,100,210.707818,kWh,0,Cubic meter,8
Lora Hill Park,101428,Square feet,100,3270.957058,kWh,0,Cubic meter,131
Lytton Park,4306,Square feet,100,19068.82143,kWh,0,Cubic meter,763
Lytton Park Bowling Club,3229,Square feet,100,2345.425043,kWh,0,Cubic meter,94
MacGregor Park,157680,Square feet,100,63093.47289,kWh,0,Cubic meter,"2,524"
Mainland Ferry Terminal,6135,Square feet,100,633928.0587,kWh,6236.132187,Cubic meter,"37,204"
Malta Park,20677,Square feet,100,454.460807,kWh,0,Cubic meter,18
Manchester Park,250486,Square feet,100,11182.2026,kWh,0,Cubic meter,447
Maple Leaf A.I.R,2303,Square feet,100,86512.84355,kWh,0,Cubic meter,"3,461"
Maple Leaf Quay Park,42689,Square feet,100,98969.1122,kWh,0,Cubic meter,"3,959"
Marie Curtis Park,3014,Square feet,100,53604.5695,kWh,0,Cubic meter,"2,144"
Martin Grove Gardens Park,408372,Square feet,100,2021.373526,kWh,0,Cubic meter,81
Martin Grove House / Bungalow,4790,Square feet,100,7270.049571,kWh,1487.924412,Cubic meter,"3,117"
Martingrove Rink (outdoor),4435,Square feet,100,238691.455,kWh,15659.11088,Cubic meter,"39,295"
Maryland Park Tennis Clubhouse,1151,Square feet,100,15811.18294,kWh,0,Cubic meter,632
Maryvale Park,5100,Square feet,100,25922.00223,kWh,2184.141304,Cubic meter,"5,186"
McCleary Park,603,Square feet,100,31122.94004,kWh,0,Cubic meter,"1,245"
McNicoll Park,304877,Square feet,100,26565.79776,kWh,0,Cubic meter,"1,063"
Mel Lastman Square,117692,Square feet,100,268641.8019,kWh,0,Cubic meter,"10,746"
Memorial Park,584157,Square feet,100,12889.1075,kWh,0,Cubic meter,516
Metro Square Eternal Flame,1,Square feet,100,0,0,8089.208009,Cubic meter,"15,367"
Milliken Concession,4004,Square feet,100,180472.6549,kWh,0,Cubic meter,"7,219"
Millwood Park,458983,Square feet,100,18764.98056,kWh,0,Cubic meter,751
Mimico Memorial Park,149553,Square feet,100,7858.896625,kWh,0,Cubic meter,314
Moatfield Farm Park,1030127,Square feet,100,15600.97209,kWh,0,Cubic meter,624
Monarch Park,22787,Square feet,100,28631.82115,kWh,0,Cubic meter,"1,145"
Monarch Park Pool,9364,Square feet,100,667621.8841,kWh,26193.20089,Cubic meter,"76,464"
Moorevale Park,2390,Square feet,100,64094.8935,kWh,6948.370023,Cubic meter,"15,764"
Morningside Park,4392,Square feet,100,106490.107,kWh,0,Cubic meter,"4,260"
Morse St Playground,29762,Square feet,100,1786.242898,kWh,0,Cubic meter,71
Mt Pleasant Parkette,17491,Square feet,100,13405.792,kWh,0,Cubic meter,536
Muirhead Park,21219,Square feet,100,12556.49456,kWh,0,Cubic meter,502
Murison Woods Park,499001,Square feet,100,4791.609016,kWh,0,Cubic meter,192
Neilson Park,3251,Square feet,100,107989.5132,kWh,5311.339761,Cubic meter,"14,409"
Nightstar Park,34455,Square feet,100,628.705595,kWh,0,Cubic meter,25
Norman Jewison Park,25338,Square feet,168,4966.174008,kWh,0,Cubic meter,199
North Humber Park Lighting,183481,Square feet,100,5832.797266,kWh,0,Cubic meter,233
North Linear Park,1,Square feet,100,41404.90934,kWh,0,Cubic meter,"1,656"
Northwood Park,850,Square feet,100,13483.71063,kWh,0,Cubic meter,539
Norwood Park,1905,Square feet,100,7868.711769,kWh,3827.873935,Cubic meter,"7,587"
Oakcrest Park,183,Square feet,100,537.474,kWh,0,Cubic meter,21
Oakdale VIllage Park,123451,Square feet,100,2593.875018,kWh,0,Cubic meter,104
Oates Park,130264,Square feet,100,3786.874947,kWh,0,Cubic meter,151
Old Orchard Park,50611,Square feet,100,2830.417844,kWh,0,Cubic meter,113
Olympic Island Buildings,4725,Square feet,100,42976.08319,kWh,0,Cubic meter,"1,719"
Oriole Park WR,377,Square feet,100,10295.61056,kWh,0,Cubic meter,412
Osler Playground,183,Square feet,100,6817.023166,kWh,0,Cubic meter,273
Osler Walkway,1722,Square feet,100,17977.54152,kWh,0,Cubic meter,719
Otter Creek Park,3035,Square feet,100,350523.4302,kWh,0,Cubic meter,"14,021"
Ourland Pool (outdoor),1098,Square feet,100,31654.34163,kWh,0,Cubic meter,"1,266"
Pantry Park / Beaches Park,7373,Square feet,100,84325.82775,kWh,0,Cubic meter,"3,373"
Pape Ave Playground,121244,Square feet,100,7290.364686,kWh,0,Cubic meter,292
Park Lights - unknown name,1,Square feet,100,909158.892,kWh,0,Cubic meter,"36,366"
Parklawn Pool/Rink,5210,Square feet,100,601157.2078,kWh,56546.94242,Cubic meter,"131,468"
Parks Various Locations,85,Square feet,100,1114905.913,kWh,0,Cubic meter,"44,596"
Perth Ave Square,65315,Square feet,100,2725.808094,kWh,0,Cubic meter,109
Perth Square Park WR,560,Square feet,100,14665.22911,kWh,0,Cubic meter,587
Phin Ave Parkette,102084,Square feet,100,7861.178209,kWh,0,Cubic meter,314
Pine Point C.C & Pool,17265,Square feet,100,61996.6,kWh,17102,Cubic meter,"34,968"
Pine Point Park,4270484,Square feet,100,53073.90096,kWh,0,Cubic meter,"2,123"
Pine Point Park Tennis,1755,Square feet,100,3811.159146,kWh,0,Cubic meter,152
Polson Street Park,3,Square feet,100,31343.97221,kWh,0,Cubic meter,"1,254"
Poplar Plains Parkette,30623,Square feet,100,1363.400354,kWh,0,Cubic meter,55
Port Union Park,1,Square feet,168,1221.831263,kWh,0,Cubic meter,49
Port Union Village Comm Park,15300,Square feet,100,27759.13054,kWh,0,Cubic meter,"1,110"
Prairie Drive Park,144182,Square feet,100,4239.362607,kWh,0,Cubic meter,170
Pricefield Rd Playground,82107,Square feet,100,9766.287676,kWh,0,Cubic meter,391
Prince Of Wales Rink (outdoor),1970,Square feet,100,124784.2499,kWh,9168.792016,Cubic meter,"22,409"
Princess Park,36726,Square feet,100,14239.23269,kWh,0,Cubic meter,570
Queen's Park Outdoor Ltg,1,Square feet,100,24684.504,kWh,0,Cubic meter,987
Queensway Park,338072,Square feet,100,46878.59965,kWh,0,Cubic meter,"1,875"
Queensway Rink,1603,Square feet,100,7337.620967,kWh,3866.75744,Cubic meter,"7,639"
Ramsden Park,3434,Square feet,100,389986.6764,kWh,5918.801818,Cubic meter,"26,843"
Ravina Gardens,194,Square feet,100,464.878449,kWh,0,Cubic meter,19
Rean Park,113709,Square feet,100,4461.515219,kWh,0,Cubic meter,178
Regan Park,12819,Square feet,100,624.985002,kWh,0,Cubic meter,25
Regent Park South Rink,2519,Square feet,100,214578.5967,kWh,0,Cubic meter,"8,583"
Rennie Park /Ice Rink,495,Square feet,100,490591.6083,kWh,0,Cubic meter,"19,624"
Rennie Park /Tennis,1047113,Square feet,100,112424.5072,kWh,0,Cubic meter,"4,497"
Richmond Gardens Pool (outdoor),2594,Square feet,100,47358.43802,kWh,5804.240934,Cubic meter,"12,921"
Richview Park,1179380,Square feet,100,10535.52096,kWh,0,Cubic meter,421
Ridge Park,1,Square feet,100,2847.851609,kWh,0,Cubic meter,114
Rivercrest Rink,495,Square feet,100,141950.2514,kWh,0,Cubic meter,"5,678"
Riverdale Park East,23401,Square feet,100,442935.4748,kWh,59521.49473,Cubic meter,"130,790"
Riverdale Park West,1,Square feet,100,295249.4791,kWh,12011.72727,Cubic meter,"34,629"
Rosedale Park,4575,Square feet,100,224033.8499,kWh,1341.306386,Cubic meter,"11,509"
Rosegarden Park,1,Square feet,100,14282.83412,kWh,0,Cubic meter,571
Rosethorn Park,125830,Square feet,100,5709.884111,kWh,0,Cubic meter,228
Rosetta Mcclain Gardens,1098,Square feet,100,29516.00821,kWh,0,Cubic meter,"1,181"
Rotary Peace Park,1647,Square feet,100,8321.98456,kWh,2443.840705,Cubic meter,"4,975"
Rotary Pool (outdoor),3477,Square feet,100,31555.98581,kWh,21244,Cubic meter,"41,619"
Rouge Beach Park,6975,Square feet,100,18728.33633,kWh,0,Cubic meter,749
Roundhouse Park,515440,Square feet,100,23967.30123,kWh,0,Cubic meter,959
Rowntree Mills Park,1389,Square feet,100,52958.23175,kWh,0,Cubic meter,"2,118"
Roxborough Parkette,86143,Square feet,100,13527.01218,kWh,0,Cubic meter,541
Royalcrest Rink (outdoor),2508,Square feet,100,244841.5703,kWh,0,Cubic meter,"9,794"
Roywood A.I.R,2303,Square feet,100,90314.06415,kWh,0,Cubic meter,"3,613"
Ruddington Park,240810,Square feet,100,3112.8,kWh,0,Cubic meter,125
Runnymede Park,486001,Square feet,100,35563.89369,kWh,0,Cubic meter,"1,423"
Ryerson Community Park,1421,Square feet,100,145084.1847,kWh,0,Cubic meter,"5,803"
SADRA Park,129080,Square feet,100,454.460807,kWh,0,Cubic meter,18
Salem Parkette,20343,Square feet,100,55902.60472,kWh,0,Cubic meter,"2,236"
Scarborough Bluffs,97,Square feet,100,22674.25883,kWh,0,Cubic meter,907
Scarborough Village Fieldhouse,828,Square feet,100,5603.04,kWh,0,Cubic meter,224
Scarlett Woods Golf Course,3348,Square feet,100,37510.0723,kWh,8845.633089,Cubic meter,"18,304"
Seasons Park,289656,Square feet,100,5381.773068,kWh,0,Cubic meter,215
Seneca Hill Park,234599,Square feet,100,10065.82643,kWh,0,Cubic meter,403
Sentinel Park Baseball,2443,Square feet,100,23435.92533,kWh,0,Cubic meter,937
Serena Gundy Park,1477831,Square feet,100,11822.45734,kWh,0,Cubic meter,473
Seven Oaks Tennis,466690,Square feet,100,8843.630946,kWh,0,Cubic meter,354
Sherbourne Common North Park,1,Square feet,100,6113.065,kWh,0,Cubic meter,245
Sherwood Park,5909,Square feet,100,95100.43665,kWh,0,Cubic meter,"3,804"
Sir Adam Beck,160134,Square feet,100,1371.448912,kWh,0,Cubic meter,55
Sir Adam Beck Rink,2196,Square feet,100,212551.1725,kWh,7708.962903,Cubic meter,"23,147"
Sir Winston Churchill Pk,934931,Square feet,100,24687.88129,kWh,6854.154506,Cubic meter,"14,008"
Sisken Trail Park,42162,Square feet,100,997.053794,kWh,0,Cubic meter,40
Smithfield Pool (outdoor),850,Square feet,100,23609.45093,kWh,5804.587379,Cubic meter,"11,971"
Smythe Park,3000,Square feet,100,84096.72918,kWh,15672,Cubic meter,"33,136"
Spadina Road Parkette,18632,Square feet,100,5908.082418,kWh,0,Cubic meter,236
St Andrew's Playground,194,Square feet,100,9954.52583,kWh,0,Cubic meter,398
St Clair Gardens - ele,21936,Square feet,100,2887.901299,kWh,0,Cubic meter,116
St Jamestown West Park,1,Square feet,100,1817.868403,kWh,0,Cubic meter,73
Stan Wadlow Park,9982,Square feet,100,193.462929,kWh,0,Cubic meter,8
Stanley Park,4855,Square feet,100,13431.85105,kWh,1925.223704,Cubic meter,"4,195"
Stanley Park - Baseball Diamond,1,Square feet,100,52781.22848,kWh,0,Cubic meter,"2,111"
Starry Park,201026,Square feet,100,364.80672,kWh,0,Cubic meter,15
Stephenson Park,1,Square feet,100,18316.0313,kWh,0,Cubic meter,733
Strathburn Park,130825,Square feet,100,4492.79765,kWh,0,Cubic meter,180
Sugar Beach Park,44885,Square feet,100,30678.52132,kWh,0,Cubic meter,"1,227"
Summerlea Rink,2489025,Square feet,100,193367.136,kWh,0,Cubic meter,"7,735"
Sunnybrook Stable,7535,Square feet,100,54864.41302,kWh,2837.997068,Cubic meter,"7,586"
Sunnydale Rink (outdoor),3509,Square feet,100,252854.9174,kWh,14713.71744,Cubic meter,"38,066"
Sunnyside Park,52033,Square feet,100,410915.0929,kWh,63440.84724,Cubic meter,"136,955"
Suydam Park,194,Square feet,100,2897.487654,kWh,0,Cubic meter,116
Sweeney Park,309161,Square feet,100,12772.16623,kWh,0,Cubic meter,511
Symington Park,1,Square feet,100,2792.574222,kWh,0,Cubic meter,112
Taddle Creek Park,34573,Square feet,100,2272.746999,kWh,0,Cubic meter,91
Talbot Park Clubhouse,2820,Square feet,100,15961.86127,kWh,0,Cubic meter,638
Tam O'shanter Golf Course,4489,Square feet,100,122087.907,kWh,14783.70071,Cubic meter,"32,968"
Taylor Creek Park,1690,Square feet,100,34763.68241,kWh,0,Cubic meter,"1,391"
The Mission Ground,8438,Square feet,100,2272.33958,kWh,0,Cubic meter,91
Thomas Riley Park,1599204,Square feet,100,26520.77049,kWh,5897.576426,Cubic meter,"12,264"
Thomson Memorial Park,4500799,Square feet,100,187039.9819,kWh,6462.570398,Cubic meter,"19,758"
Three Valley Park,417994,Square feet,100,6552.248417,kWh,0,Cubic meter,262
Topham Park,220606,Square feet,100,15795.57455,kWh,0,Cubic meter,632
Toronto Island Filtration Plant,1,Square feet,168,1695.050117,kWh,0,Cubic meter,68
Toronto Sculpture Garden,8773,Square feet,100,15471.06602,kWh,0,Cubic meter,619
Totts Tot Lot,71752,Square feet,100,75.733001,kWh,0,Cubic meter,3
Tournament Park Tennis,1259,Square feet,100,9421.993742,kWh,0,Cubic meter,377
Trinity Bellwoods Outdoor Rink,1001,Square feet,100,182238.6338,kWh,729.702424,Cubic meter,"8,676"
Trinity Bellwoods Park,42830,Square feet,100,56546.76447,kWh,7922.699394,Cubic meter,"17,313"
Trinity Square Park,1,Square feet,100,58681.77609,kWh,0,Cubic meter,"2,347"
Trumpeter Park,26210,Square feet,100,1720.246016,kWh,0,Cubic meter,69
Ukranian Canadian Memorial Park,24627,Square feet,100,21304.70441,kWh,0,Cubic meter,852
Underpass Park,93043,Square feet,100,7636.793424,kWh,0,Cubic meter,305
University Avenue Islands,1,Square feet,100,18290.44571,kWh,0,Cubic meter,732
Valleyfield Rink (outdoor),267989,Square feet,100,137151.8545,kWh,0,Cubic meter,"5,486"
Vermont Square Park,1,Square feet,100,5508.360186,kWh,0,Cubic meter,220
Viewmount Park Tennis,1916,Square feet,100,59636.48621,kWh,0,Cubic meter,"2,385"
Vine Avenue Playground,54207,Square feet,100,5472.29182,kWh,0,Cubic meter,219
Wadsworth Park,193050,Square feet,100,5419.760694,kWh,0,Cubic meter,217
Wanless Park,337114,Square feet,100,55966.5795,kWh,135.417582,Cubic meter,"2,496"
Wedgewood Pool and Rink,2648,Square feet,100,175239.6751,kWh,22112.6,Cubic meter,"49,017"
Wellesley Park,23000,Square feet,100,12361.51845,kWh,0,Cubic meter,494
Wellesworth Park,388889,Square feet,100,612.171,kWh,0,Cubic meter,24
West Deane Park,5898719,Square feet,100,22972.464,kWh,0,Cubic meter,919
West Deane Pool (outdoor),1098,Square feet,100,21046.15474,kWh,7294.527273,Cubic meter,"14,699"
West Humber Parkland,1163,Square feet,100,21453.43493,kWh,0,Cubic meter,858
West Mall Rink and Pool,9192,Square feet,100,403618.474,kWh,34410.90257,Cubic meter,"81,515"
Westgrove Pool (outdoor),1055,Square feet,100,132832.5953,kWh,12296.26855,Cubic meter,"28,672"
Westmount Park and Pool,178691,Square feet,100,1243.295627,kWh,9142,Cubic meter,"17,417"
Weston Park,3250,Square feet,100,61582.60662,kWh,20986,Cubic meter,"42,330"
Westway Rink (outdoor),3714,Square feet,100,164897.8701,kWh,10156.27853,Cubic meter,"25,890"
Westwood Park,12141,Square feet,100,4395.06313,kWh,0,Cubic meter,176
Wexford Park,503912,Square feet,100,2355.037953,kWh,0,Cubic meter,94
Wigmore Park,463859,Square feet,100,13512.36011,kWh,0,Cubic meter,540
Wilket Creek Park,4,Square feet,100,55396.21935,kWh,0,Cubic meter,"2,216"
Willowdale Park Tennis,433021,Square feet,100,5355.487342,kWh,0,Cubic meter,214
Winchester Park North,1,Square feet,100,4077.839137,kWh,0,Cubic meter,163
Wishing Well Park,658439,Square feet,100,46872.22058,kWh,0,Cubic meter,"1,875"
Withrow Park,6835,Square feet,100,4799.617677,kWh,14705.67125,Cubic meter,"28,128"
Withrow Park Ice Rink,452,Square feet,100,367234.978,kWh,0,Cubic meter,"14,689"
Woburn Ave Playground,39880,Square feet,100,12433.53771,kWh,0,Cubic meter,497
Woburn Park,216107,Square feet,100,337.354572,kWh,0,Cubic meter,13
Woodbine Beach Park,7535,Square feet,100,23804.07506,kWh,0,Cubic meter,952
Woodbine Park,1280636,Square feet,100,161670.5033,kWh,0,Cubic meter,"6,467"
York Mills Valley Park,477702,Square feet,100,44095.00944,kWh,0,Cubic meter,"1,764"
Zooview Park,1,Square feet,100,2652.273733,kWh,0,Cubic meter,106
1 Berkeley St,120,Square feet,168,7528.82603,kWh,0,Cubic meter,301
1 Norton Ave,16996,Square feet,168,11262.17138,kWh,0,Cubic meter,450
10 Arundel Ave,11496,Square feet,168,6681.057874,kWh,0,Cubic meter,267
10 Delislie Ave,238,Square feet,168,379281.5977,kWh,0,Cubic meter,"15,171"
10 Dovercourt Rd,8,Square feet,168,1836.076468,kWh,0,Cubic meter,73
10 Empress Ave,68,Square feet,168,9048.949531,kWh,0,Cubic meter,362
10 Kingsdale Ave,50,Square feet,168,3067.530205,kWh,0,Cubic meter,123
11 Grenview Blvd,83,Square feet,168,3374.049645,kWh,0,Cubic meter,135
11 Kenwood Ave,25,Square feet,168,3470.141638,kWh,0,Cubic meter,139
110 Queen St W,598473,Square feet,168,4364297.48,kWh,11527.21667,Cubic meter,"196,470"
1119 Dundas St W,37,Square feet,168,9348.914711,kWh,0,Cubic meter,374
1119 Queen St W,7352,Square feet,168,461.509903,kWh,0,Cubic meter,18
113 Spadina Lot,18,Square feet,168,6447.319616,kWh,0,Cubic meter,258
1141 Eastern Ave,18,Square feet,168,17149.15606,kWh,0,Cubic meter,686
115 Broadview Ave,26135,Square feet,168,5973.866332,kWh,0,Cubic meter,239
1155 King St W,329,Square feet,168,22791.55537,kWh,0,Cubic meter,912
117 Hammersmith Ave,9171,Square feet,168,1890.134508,kWh,0,Cubic meter,76
12 Willingdon Blvd,66,Square feet,168,12134.09909,kWh,0,Cubic meter,485
12 Woodycrest Ave,14198,Square feet,168,3767.920784,kWh,0,Cubic meter,151
120 Sixth St,54,Square feet,168,16085.60063,kWh,0,Cubic meter,643
121 St Patrick St,36,Square feet,168,3741.572991,kWh,0,Cubic meter,150
128 Eighth St,45,Square feet,168,9995.558272,kWh,0,Cubic meter,400
132 Wellington St W,323,Square feet,168,692513.8567,kWh,0,Cubic meter,"27,701"
1325 Queen St W,12303,Square feet,168,6139.022061,kWh,0,Cubic meter,246
135 Greenlaw Ave,13197,Square feet,168,8093.194874,kWh,0,Cubic meter,324
136 Broadview Ave,22,Square feet,168,5788.177278,kWh,0,Cubic meter,232
14 Castlefield Ave,37620,Square feet,168,34177.52438,kWh,0,Cubic meter,"1,367"
140 Fifth St,53,Square feet,168,4385.245076,kWh,0,Cubic meter,175
1439 Danforth Ave,20,Square feet,168,3114.236268,kWh,0,Cubic meter,125
146 Harrison St,15812,Square feet,168,8737.826818,kWh,0,Cubic meter,350
149 Hiawatha Rd,1399,Square feet,168,5237.234918,kWh,0,Cubic meter,209
15 Price St,71,Square feet,168,19859.34139,kWh,0,Cubic meter,794
15 Primrose Ave,23,Square feet,168,8066.382,kWh,0,Cubic meter,323
15 Wellesley St E,41603,Square feet,168,36884.03318,kWh,0,Cubic meter,"1,475"
150 Westmount Ave,14,Square feet,168,2423.694063,kWh,0,Cubic meter,97
1501 Yonge St,37,Square feet,168,4908.040237,kWh,0,Cubic meter,196
1503 Bayview Ave E,25,Square feet,168,2301.557728,kWh,0,Cubic meter,92
1535 Eglinton Ave W,23,Square feet,168,3912.516728,kWh,0,Cubic meter,157
155 Queens Quay E,116,Square feet,168,11572.24,kWh,0,Cubic meter,463
16 Fuller Ave,19547,Square feet,168,8371.349606,kWh,0,Cubic meter,335
16 Lipton Ave,70,Square feet,168,7578.83608,kWh,0,Cubic meter,303
16 Rosehill Ave,557,Square feet,168,1024729.24,kWh,0,Cubic meter,"40,989"
1608 Danforth Ave,8708,Square feet,168,6120.301098,kWh,0,Cubic meter,245
161 Beatrice St,18,Square feet,168,7063.758226,kWh,0,Cubic meter,283
1624 Queen St W,33,Square feet,168,7702.45,kWh,0,Cubic meter,308
18 Ferrier Ave,6900,Square feet,168,1310.109829,kWh,0,Cubic meter,52
18 Ossington Ave,6469,Square feet,168,2767.130819,kWh,0,Cubic meter,111
19 Spadina Rd,65,Square feet,168,14235.48731,kWh,0,Cubic meter,569
1950 Lawrence Ave E,25,Square feet,168,3048.244741,kWh,0,Cubic meter,122
2 Church St,125023,Square feet,168,2188042.186,kWh,0,Cubic meter,"87,522"
20 Augusta Ave,120,Square feet,168,13326.06485,kWh,0,Cubic meter,533
20 Castle Knock Rd,154,Square feet,168,8288.914234,kWh,0,Cubic meter,332
20 Charles St E,430,Square feet,168,489878.4773,kWh,9966,Cubic meter,"38,527"
20 Prescott Ave,37,Square feet,168,7487.971438,kWh,0,Cubic meter,300
