Operation Name,Total Floor Area,,Avg hrs/wk,Electricity,,Natural Gas,,"GHG Emissions
(Kg)"
Centennial R.C (Ice Galaxy),102376,Square feet,100,2476562.779,kWh,255277.7261,Cubic meter,"581,404"
Davisville Park/Tennis,2777,Square feet,100,42788.52328,kWh,6059.477272,Cubic meter,"13,079"
Dovercourt B&G Club,23971,Square feet,100,182772.1048,kWh,1154.383529,Cubic meter,"10,367"
East York Clubhouse,1001,Square feet,100,14933.05711,kWh,3605.697647,Cubic meter,"7,308"
East York Curling Club House,17868,Square feet,100,357940.2659,kWh,44601.16911,Cubic meter,"98,209"
Etobicoke Olympium,139995,Square feet,100,1488595.346,kWh,272197.0041,Cubic meter,"567,978"
Fairfield Senior Centre,14316,Square feet,100,86225.41725,kWh,45796.30907,Cubic meter,"88,154"
Flemingdon RC & Pool,34348,Square feet,100,746746.1295,kWh,82589.57543,Cubic meter,"185,643"
George Webster Clubhouse,1302,Square feet,100,4955.142323,kWh,3372.580435,Cubic meter,"6,429"
Gord & Irene Risk Arena & R.C,44304,Square feet,100,762113.7585,kWh,87627.24933,Cubic meter,"195,605"
Goulding Arena & R.C,43540,Square feet,100,667913.0994,kWh,98018.83412,Cubic meter,"210,478"
Grandravine Arena & R.C,33637,Square feet,100,509034.363,kWh,86507.02021,Cubic meter,"182,130"
Horner Avenue Senior Centre,4252,Square feet,100,24300.61333,kWh,5854.895188,Cubic meter,"11,869"
Islington Senior Centre,9967,Square feet,100,95671.15525,kWh,11114.27863,Cubic meter,"24,765"
Jimmie Simpson R.C,43906,Square feet,100,1075916.947,kWh,186453.5117,Cubic meter,"391,598"
John Booth Arena & R.C,27007,Square feet,100,460813.0371,kWh,50248.12039,Cubic meter,"113,239"
Joseph J. Piccininni R.C,70030,Square feet,100,1093500.795,kWh,144657.7458,Cubic meter,"315,487"
L'Amoreaux C.C,83938,Square feet,100,1571632.121,kWh,147137.157,Cubic meter,"341,613"
Leaside Gardens Curling Club,27814,Square feet,100,404202.34,kWh,48004.53939,Cubic meter,"106,558"
Malvern R.C,106466,Square feet,100,2506833.526,kWh,181582,Cubic meter,"447,169"
Markdale Rec & Daycare,1829,Square feet,100,9489.71385,kWh,5227.404724,Cubic meter,"10,046"
Matty Eckler R.C,47383,Square feet,100,576477.57,kWh,158140.7509,Cubic meter,"316,978"
McCormick R.C,43099,Square feet,100,1015215.826,kWh,143203.0893,Cubic meter,"309,280"
Milliken Park Rec Center,17631,Square feet,100,338327.4065,kWh,47882.55517,Cubic meter,"103,362"
Oriole Arena & R.C,64347,Square feet,100,1338135.64,kWh,93966.64906,Cubic meter,"233,249"
Pelmo ParkTennis,2573,Square feet,100,117580.9698,kWh,12035,Cubic meter,"27,447"
Pleasantview Arena & R.C,30559,Square feet,100,791355.616,kWh,151203.5184,Cubic meter,"313,905"
Roding Arena & R.C,30494,Square feet,100,551406.1288,kWh,29872.75896,Cubic meter,"79,834"
St Albans Boys Club,23293,Square feet,100,298190.868,kWh,75796.41323,Cubic meter,"152,914"
Stan Wadlow Clubhouse,10323,Square feet,100,93267.31226,kWh,4148.587963,Cubic meter,"11,840"
Todmorden Mills Butler Building,17707,Square feet,100,323714.8763,kWh,21746.50588,Cubic meter,"54,613"
Topham Park Clubhouse,3283,Square feet,100,27263.55991,kWh,11415.58788,Cubic meter,"22,234"
Trace Manes Clubhouse,6329,Square feet,100,91698.75818,kWh,22219.12356,Cubic meter,"45,019"
Trinity Comm Rec Ctr,36909,Square feet,100,739830.4951,kWh,249059.5645,Cubic meter,"491,636"
University Settlement House R.C,47566,Square feet,100,596228.1213,kWh,175704.318,Cubic meter,"350,186"
W Acres Senior Ctr,4994,Square feet,100,21015.01904,kWh,8325.752941,Cubic meter,"16,267"
Whitlam Warehouse,24865,Square feet,100,55121.03861,kWh,59561.11765,Cubic meter,"112,078"
Willowdale Lawn Bowling,2293,Square feet,100,64211.75096,kWh,8162.009191,Cubic meter,"17,914"
Albion Arena,32658,Square feet,100,410392.5733,kWh,42053.46045,Cubic meter,"95,887"
Amesbury Arena,26942,Square feet,100,731271.4808,kWh,64646.02049,Cubic meter,"151,929"
Baycrest Arena,27060,Square feet,100,451634.2468,kWh,61548.61911,Cubic meter,"133,618"
Bayview Arena,28417,Square feet,100,373503.3251,kWh,48578.08041,Cubic meter,"106,229"
Central Arena,32001,Square feet,100,1342889.073,kWh,202215.2882,Cubic meter,"432,640"
Chris Tonks Arena,23638,Square feet,100,209344.8212,kWh,19320.50968,Cubic meter,"44,991"
Cummer Arena,34348,Square feet,100,1208584.855,kWh,131336.1402,Cubic meter,"296,166"
Don MilIs Arena,27857,Square feet,100,530095.0737,kWh,68040.13689,Cubic meter,"149,101"
Downsview Arena,34218,Square feet,100,747291.3713,kWh,67906.12793,Cubic meter,"158,650"
East York Arena,30257,Square feet,100,952494.659,kWh,71869.65736,Cubic meter,"175,198"
Etobicoke Centennial Arena,72050,Square feet,100,1778141.932,kWh,67928.31636,Cubic meter,"205,182"
Fenside Arena,26307,Square feet,100,366609.4935,kWh,38116.05924,Cubic meter,"86,668"
Flemingdon Arena,25640,Square feet,100,377530.56,kWh,32225.02308,Cubic meter,"76,321"
Forest Hill Memorial Arena,40666,Square feet,100,941788.3381,kWh,13125.832,Cubic meter,"66,626"
George Bell Arena,41786,Square feet,100,711828.2667,kWh,2444.666201,Cubic meter,"36,602"
Habitant Arena,26307,Square feet,100,312467.8785,kWh,59897.27058,Cubic meter,"124,303"
Herbert Carnegie Centennial Arena,42270,Square feet,100,837721.112,kWh,151362.0282,Cubic meter,"316,287"
Lambton Park Arena,24854,Square feet,100,544044.7365,kWh,44133.53214,Cubic meter,"105,742"
Leaside Gardens,25586,Square feet,100,2546113.904,kWh,0,Cubic meter,"114,830"
Long Branch Arena,25629,Square feet,100,570722.5297,kWh,42559.83127,Cubic meter,"104,050"
McCormick Arena,37082,Square feet,100,1015215.826,kWh,4082.302857,Cubic meter,"53,298"
Mimico Arena,35607,Square feet,100,477448.0332,kWh,39773.35559,Cubic meter,"94,716"
Mitchell Field Arena,30182,Square feet,100,858179.7383,kWh,49437.36196,Cubic meter,"129,669"
Moss Park Arena,22335,Square feet,100,878051.6051,kWh,4320.18,Cubic meter,"47,549"
North Toronto Memorial Arena,44498,Square feet,100,1135604.071,kWh,124281.1233,Cubic meter,"279,893"
Phil White Arena,25941,Square feet,100,686218.7122,kWh,30096.52371,Cubic meter,"86,326"
Pine Point Arena,32001,Square feet,100,557233.4551,kWh,30677.46297,Cubic meter,"81,578"
Scarborough Arena Gardens,38320,Square feet,100,747819.113,kWh,82086.89629,Cubic meter,"184,767"
Ted Reeve Arena,40601,Square feet,100,1031904.625,kWh,0,Cubic meter,"46,539"
Victoria Village Arena,33637,Square feet,100,870706.7253,kWh,62755.1767,Cubic meter,"154,738"
York Mills Arena,23573,Square feet,100,495715.6547,kWh,32005.31543,Cubic meter,"81,247"
Albion Comm Ctr & Pool,20688,Square feet,100,533997.5664,kWh,142074.2935,Cubic meter,"285,500"
Alderwood Pool (indoor),13401,Square feet,100,0,kWh,148573.1454,Cubic meter,"273,375"
Douglas Snow Aquatic Center,40666,Square feet,100,922436.3745,kWh,302650.9343,Cubic meter,"598,480"
Gus Ryder Pool and Health Club,21097,Square feet,100,720716.96,kWh,143629.9071,Cubic meter,"296,783"
Harrison Pool,15263,Square feet,100,144397.2892,kWh,57752.82121,Cubic meter,"112,778"
John Innes Community Recreation Centre,28055,Square feet,100,132011.693,kWh,0,Cubic meter,"5,954"
Norseman Community School and Pool,19052,Square feet,100,389219.3166,kWh,123732.2798,Cubic meter,"245,221"
S.H Armstrong R.C,18277,Square feet,100,211147.3792,kWh,30384.69304,Cubic meter,"65,431"
The Elms Pool and Community School,13885,Square feet,100,454745.7118,kWh,98651.62719,Cubic meter,"202,028"
Wallace-Emerson C.C,51882,Square feet,100,972854.3597,kWh,123302.0179,Cubic meter,"270,751"
Dee Avenue Lab,14994,Square feet,70,1293564.239,kWh,78917.25335,Cubic meter,"203,547"
Beare Road Landfill,5942,Square feet,70,105655.223,kWh,0,Cubic meter,"4,765"
Brock West Landfill,10764,Square feet,70,139841.3355,kWh,0,Cubic meter,"6,307"
Donlands Landfill,603,Square feet,70,59856.86719,kWh,0,Cubic meter,"2,700"
Keele Valley Landfill,10764,Square feet,70,491098.8978,kWh,0,Cubic meter,"22,149"
Bendale Acres,210327,Square feet,168,3714075.945,kWh,657011.551,Cubic meter,"1,376,406"
Carefree Lodge,67490,Square feet,168,1233900.831,kWh,133725.1995,Cubic meter,"301,703"
Castleview Wychwood Towers,294447,Square feet,168,5154851.832,kWh,344825.1533,Cubic meter,"866,962"
Cummer Lodge,243200,Square feet,168,4845886.064,kWh,713857.3859,Cubic meter,"1,532,047"
Fudger House,118995,Square feet,168,1893184.434,kWh,336265.2882,Cubic meter,"704,111"
Kipling Acres,184590,Square feet,168,2478508.839,kWh,528105.3568,Cubic meter,"1,083,495"
Lakeshore Lodge,88964,Square feet,168,1551662.075,kWh,191078.624,Cubic meter,"421,565"
Seven Oaks,133311,Square feet,168,2656251.093,kWh,481725.7402,Cubic meter,"1,006,172"
True Davidson Acres,130082,Square feet,168,2414985.343,kWh,400449.2379,Cubic meter,"845,742"
Wesburn Manor,150867,Square feet,168,1882893.759,kWh,472622.5781,Cubic meter,"954,544"
519 Church Park,0,Square feet,168,6030.126541,kWh,0,Cubic meter,272
Abbotsford Park,0,Square feet,100,2069.616158,kWh,0,Cubic meter,93
Adams Park,0,Square feet,100,127304.9358,kWh,0,Cubic meter,"5,741"
Albert Standing Park,0,Square feet,100,23605.11873,kWh,0,Cubic meter,"1,065"
Albion Gardens,0,Square feet,100,4225.907059,kWh,0,Cubic meter,191
Aldwych Park,0,Square feet,100,29896.27921,kWh,0,Cubic meter,"1,348"
Alex Duff Pool,0,Square feet,100,488914.9214,kWh,42389.63866,Cubic meter,"100,047"
Alexander Muir Park Gardens,0,Square feet,100,99707.27607,kWh,1263.988235,Cubic meter,"6,823"
Alexandra Park,22873,Square feet,100,478685.1414,kWh,16765.47867,Cubic meter,"52,437"
Allan A Lamport Stadium,16297,Square feet,100,722778.0474,kWh,280566.897,Cubic meter,"548,840"
Amesbury Park,0,Square feet,100,27470.78788,kWh,0,Cubic meter,"1,239"
Amos Waites Park,1356,Square feet,100,35893.38032,kWh,2698,Cubic meter,"6,583"
Anniversary Park,0,Square feet,100,5386.567579,kWh,0,Cubic meter,243
Art Eggleton Park,0,Square feet,100,1921.368657,kWh,0,Cubic meter,87
Ashbridges Bay Park,721,Square feet,100,47809.76516,kWh,0,Cubic meter,"2,156"
Ashtonbee Reservoir Park,0,Square feet,100,2562.634999,kWh,0,Cubic meter,116
Avondale Park,0,Square feet,100,3295.829699,kWh,0,Cubic meter,149
Avonshire Park,0,Square feet,100,7073.133989,kWh,0,Cubic meter,319
Avonshire Parkette,0,Square feet,100,503.7428,kWh,0,Cubic meter,23
Baird Park W.Pool,1970,Square feet,100,20740.08597,kWh,7134.265654,Cubic meter,"14,062"
Barbara Hall Park,0,Square feet,100,3785.150437,kWh,0,Cubic meter,171
Bathurst-Wilson Parkette,0,Square feet,100,350.527376,kWh,0,Cubic meter,16
Beaches Park Wading Pool,0,Square feet,100,1.0376,kWh,0,Cubic meter,0
Beaty Ave Parkette,0,Square feet,100,2266.079728,kWh,0,Cubic meter,102
Beaty Parkette,0,Square feet,100,6345.192853,kWh,0,Cubic meter,286
Bellbury A.I.R,2303,Square feet,100,45405.468,kWh,0,Cubic meter,"2,048"
Berczy Park,0,Square feet,100,39113.60216,kWh,0,Cubic meter,"1,764"
Beresford Park,183,Square feet,100,17318.59638,kWh,0,Cubic meter,781
Bestview Park,0,Square feet,100,11478.13771,kWh,0,Cubic meter,518
Birchmount Stadium,0,Square feet,100,148833.8923,kWh,0,Cubic meter,"6,712"
Blantyre Pool,1819,Square feet,100,46033.04263,kWh,5336,Cubic meter,"11,894"
Bloordale Park,0,Square feet,100,65723.60247,kWh,0,Cubic meter,"2,964"
Bluffers Park,5253,Square feet,100,3304516.998,kWh,0,Cubic meter,"149,034"
Bond Park Baseball,1625,Square feet,100,593716.4666,kWh,0,Cubic meter,"26,777"
Borough of North York Park,0,Square feet,100,41294.94674,kWh,4059.04918,Cubic meter,"9,331"
Botanyhill Park,0,Square feet,100,5822.0096,kWh,0,Cubic meter,263
Briar Crest Park,0,Square feet,100,4425.331526,kWh,0,Cubic meter,200
Bridlewood Park,2433,Square feet,100,16292.78262,kWh,0,Cubic meter,735
Brookbanks Park,861,Square feet,100,202723.2653,kWh,0,Cubic meter,"9,143"
Buttonwood Rink,0,Square feet,100,174470.5573,kWh,0,Cubic meter,"7,869"
Caledonia Park Baseball,1765,Square feet,100,27397.56447,kWh,0,Cubic meter,"1,236"
Campbell Ave Playground,1453,Square feet,100,226816.8063,kWh,0,Cubic meter,"10,229"
Carlton Park,506,Square feet,100,6673.7442,kWh,0,Cubic meter,301
Carr St Parkette,194,Square feet,100,2.0376,kWh,0,Cubic meter,0
Cassels Ave Playground,183,Square feet,100,1135.578023,kWh,0,Cubic meter,51
Cathedral Square Park,0,Square feet,100,7279.21157,kWh,0,Cubic meter,328
Cawthra Playground,183,Square feet,100,162.198,kWh,0,Cubic meter,7
Cedarvale Park,0,Square feet,100,850.279035,kWh,0,Cubic meter,38
Centennial Ski Chalet,7621,Square feet,100,275771.3048,kWh,0,Cubic meter,"12,437"
Centennial Ski Hill,0,Square feet,100,353699.2241,kWh,0,Cubic meter,"15,952"
Centre Island Buildings,11926,Square feet,100,357538.8346,kWh,0,Cubic meter,"16,125"
Chaplin Parkette,0,Square feet,100,15329.1081,kWh,0,Cubic meter,691
Charlotte Maher Park,0,Square feet,100,143.472941,kWh,0,Cubic meter,6
Charlottetown Park,0,Square feet,100,1245.0752,kWh,0,Cubic meter,56
Chelsea Avenue Playground,0,Square feet,100,108.916799,kWh,0,Cubic meter,5
Christie Pits,29536,Square feet,100,14588.01044,kWh,12155.66768,Cubic meter,"23,024"
City Hall Nathan Phillips Sqr,3606,Square feet,100,639488.1561,kWh,0,Cubic meter,"219,834"
Clanton Park Baseball,3025,Square feet,100,33171.46794,kWh,0,Cubic meter,"1,496"
Close Avenue Parkette,0,Square feet,100,13596.70649,kWh,0,Cubic meter,613
Cloverdale Park,0,Square feet,100,5937.014907,kWh,0,Cubic meter,268
Clydesdale Park Tennis,2185,Square feet,100,63457.97012,kWh,0,Cubic meter,"2,862"
Coleman Park,226,Square feet,100,4826.598435,kWh,0,Cubic meter,218
Colonel Danforth Park,2723,Square feet,100,11583.4683,kWh,0,Cubic meter,522
Colonel Samuel Smith Park,0,Square feet,100,48741.44771,kWh,38158.44478,Cubic meter,"72,410"
Columbus Parkette,226,Square feet,100,3646.946058,kWh,0,Cubic meter,164
Connorvale Park,0,Square feet,100,31526.13452,kWh,0,Cubic meter,"1,422"
Coronation Park,8105,Square feet,100,228398.3822,kWh,0,Cubic meter,"10,301"
Cosburn Park,0,Square feet,100,28895.5702,kWh,0,Cubic meter,"1,303"
Craigleigh Gardens,0,Square feet,100,19305.22561,kWh,0,Cubic meter,871
Cresthaven Park Tennis,1916,Square feet,100,53389.82432,kWh,0,Cubic meter,"2,408"
Cumberland St Parkette,0,Square feet,100,140898.2673,kWh,0,Cubic meter,"6,355"
David A. Balfour Park,0,Square feet,100,20121.41982,kWh,3877.895974,Cubic meter,"8,043"
Dentonia Park Ave Unit F,0,Square feet,100,11996.09989,kWh,0,Cubic meter,541
Dentonia Park Clubhouse,3165,Square feet,100,14932.92479,kWh,5641.367646,Cubic meter,"11,054"
Dentonia Park Golf Course,9214,Square feet,100,68436.10482,kWh,11023.78788,Cubic meter,"23,370"
Derrydowns Park,743,Square feet,100,4908.126104,kWh,0,Cubic meter,221
Dieppe Park Ice Rink,3498,Square feet,100,207942.0091,kWh,10924.34756,Cubic meter,"29,479"
Dieppe Rd Unit Prk,0,Square feet,100,8069.546856,kWh,0,Cubic meter,364
Dixon Rink,0,Square feet,100,11004.84035,kWh,0,Cubic meter,496
Don Valley Gc Service Bldg,3574,Square feet,100,36960.86037,kWh,12605.43672,Cubic meter,"24,861"
Don Valley Golf Course,8245,Square feet,100,91817.82878,kWh,21897.42198,Cubic meter,"44,432"
Donald Summerville Olympic Pool,27050,Square feet,100,371192.7598,kWh,62729.66633,Cubic meter,"132,163"
Downsview Dells,1270,Square feet,100,19380.04991,kWh,0,Cubic meter,874
Dufferin Grove Park,4682,Square feet,100,334129.6006,kWh,15262.24319,Cubic meter,"43,152"
Dufferin King Park,0,Square feet,100,4326.9078,kWh,0,Cubic meter,195
Duncan Creek,0,Square feet,100,15534.10149,kWh,0,Cubic meter,701
Dunlace Park Tennis,646,Square feet,100,16914.14066,kWh,0,Cubic meter,763
E.T. Seton Park,0,Square feet,100,4762.392,kWh,0,Cubic meter,215
Earl Bales Ski Tow,0,Square feet,100,337718.1318,kWh,0,Cubic meter,"15,231"
Earlscourt Park,9515,Square feet,100,203840.4067,kWh,0,Cubic meter,"9,193"
East Don Parkland,1141,Square feet,100,27365.36498,kWh,0,Cubic meter,"1,234"
East Lynn Park,0,Square feet,100,5824.0608,kWh,0,Cubic meter,263
East Point Park,6523,Square feet,100,142274.5966,kWh,10222.92985,Cubic meter,"25,227"
East Toronto Athletic Fieldhouse,538,Square feet,100,12813.42155,kWh,0,Cubic meter,578
Eglinton Flats Sport Pavilions,5683,Square feet,100,710183.046,kWh,13344.3369,Cubic meter,"56,583"
Elmcrest Park,0,Square feet,100,49229.94066,kWh,0,Cubic meter,"2,220"
Eringate Pool (outdoor),1098,Square feet,100,22506.32334,kWh,7106,Cubic meter,"14,090"
Esther Shiner Stadium,9365,Square feet,100,448498.7393,kWh,0,Cubic meter,"20,227"
Etienne Brule Park Wr,441,Square feet,100,24581.71092,kWh,0,Cubic meter,"1,109"
Etobicoke Valley Park,0,Square feet,100,5476.453867,kWh,0,Cubic meter,247
Fairbank Park Pool,3264,Square feet,100,114779.2734,kWh,28841,Cubic meter,"58,244"
Fairhaven Pool (outdoor),1195,Square feet,100,24184.58215,kWh,6327.21305,Cubic meter,"12,733"
Faywood Park Tennis,0,Square feet,100,15939.2419,kWh,0,Cubic meter,719
Firgrove Park,0,Square feet,100,3175.156,kWh,0,Cubic meter,143
Flagstaff Pool (outdoor htd),1098,Square feet,100,26587.76361,kWh,10379,Cubic meter,"20,296"
Fountainhead A.I.R,1927,Square feet,100,37532.86228,kWh,6978.117647,Cubic meter,"14,532"
Fred Hamilton Playground,0,Square feet,100,6846.049388,kWh,0,Cubic meter,309
G. Ross Lord Park,6405,Square feet,100,2692.372223,kWh,0,Cubic meter,121
Geary Ave Parkette W.Pool,0,Square feet,100,3625.772514,kWh,0,Cubic meter,164
Gihon Spring Pool,1873,Square feet,100,40841.53957,kWh,1361,Cubic meter,"4,346"
Giovanni Caboto Pool/Rink,55400,Square feet,100,560266.0791,kWh,39022.83871,Cubic meter,"97,070"
Glamorgan Park,0,Square feet,100,20412.34052,kWh,0,Cubic meter,921
Glen Rouge Park,2013,Square feet,100,272545.8158,kWh,0,Cubic meter,"12,292"
Gracedale Park,0,Square feet,100,44882.40071,kWh,0,Cubic meter,"2,024"
Grange Park FH / WR,1679,Square feet,100,13151.79323,kWh,7830.498667,Cubic meter,"15,001"
Graydon Hall Tennis,0,Square feet,100,8455.390271,kWh,0,Cubic meter,381
Greenwood Park,21130,Square feet,100,333358.4025,kWh,36814.68133,Cubic meter,"82,773"
Greystone Park,0,Square feet,100,3723.594565,kWh,0,Cubic meter,168
Gwendolen Park Tennis,1916,Square feet,100,46032.31679,kWh,0,Cubic meter,"2,076"
Halbert Park,3150,Square feet,100,11032.15382,kWh,0,Cubic meter,498
Hanlan's Point Buildings,7524,Square feet,100,358217.7921,kWh,0,Cubic meter,"16,156"
Harbour Square WR,829,Square feet,100,56155.55482,kWh,0,Cubic meter,"2,533"
Havenbrook Park Tennis,1916,Square feet,100,53687.80789,kWh,0,Cubic meter,"2,421"
Hendon Park,2056,Square feet,100,42807.20312,kWh,47,Cubic meter,"2,017"
Hickory Tree,0,Square feet,100,13777.87221,kWh,0,Cubic meter,621
High Park,0,Square feet,100,423982.3086,kWh,35035.81076,Cubic meter,"83,587"
High Park Ice Rink,0,Square feet,100,328295.7753,kWh,0,Cubic meter,"14,806"
High Park Tennis Club,0,Square feet,100,43429.56453,kWh,4180.023698,Cubic meter,"9,650"
Highland Creek Bwlng,0,Square feet,100,356.4572,kWh,0,Cubic meter,16
Highview Park,0,Square feet,100,55923.47903,kWh,0,Cubic meter,"2,522"
Hillcrest Park,1604,Square feet,100,45826.48683,kWh,1103.352941,Cubic meter,"4,097"
Hinder Property,1012,Square feet,100,41149.409,kWh,0,Cubic meter,"1,856"
Hodgson School,2874,Square feet,100,51942.153,kWh,440.645161,Cubic meter,"3,153"
Hollywood Park Tennis,1668,Square feet,100,21825.41783,kWh,3900.650853,Cubic meter,"8,162"
Home Smith Park Wr,431,Square feet,100,17492.89974,kWh,0,Cubic meter,789
HTO Park,0,Square feet,100,24628.39896,kWh,0,Cubic meter,"1,111"
Humber Bay Park East,2551,Square feet,100,117970.4477,kWh,0,Cubic meter,"5,320"
Humber Bay Park West,3875,Square feet,100,73162.62165,kWh,7832.50303,Cubic meter,"17,711"
Humber Bay Park West Trail,0,Square feet,100,39187.85821,kWh,0,Cubic meter,"1,767"
Humber Valley Gc Serv.bldg,4080,Square feet,100,59160.70118,kWh,0,Cubic meter,"2,668"
Humber Valley Golf Course,4327,Square feet,100,69863.2472,kWh,28241.28927,Cubic meter,"55,115"
Humber Valley Rink,0,Square feet,100,181842.4282,kWh,7082.486117,Cubic meter,"21,233"
Iroquois Fieldhouse,0,Square feet,100,7521.216135,kWh,0,Cubic meter,339
Ivan Forrest Gardens,0,Square feet,100,1688.76016,kWh,0,Cubic meter,76
Jack Goodlad Park,2271,Square feet,100,85732.46416,kWh,2854.4,Cubic meter,"9,119"
James Gardens,2411,Square feet,100,48883.58388,kWh,6546.427428,Cubic meter,"14,250"
Jean Augustine Park,0,Square feet,100,4903.031947,kWh,0,Cubic meter,221
Jean Sibelius Square,183,Square feet,100,10468.85457,kWh,0,Cubic meter,472
Jeff Healey Park,0,Square feet,100,3271.938012,kWh,0,Cubic meter,148
Jonathan Ashbridge Park,0,Square feet,100,7570.381689,kWh,0,Cubic meter,341
Keelesdale Park,0,Square feet,100,241753.722,kWh,0,Cubic meter,"10,903"
Kew Gardens Outdoor Rink,797,Square feet,100,412735.7044,kWh,0,Cubic meter,"18,614"
Kew Gardens Park,18406,Square feet,100,278147.9698,kWh,8473.494286,Cubic meter,"28,136"
Kirkwood Park T.C,0,Square feet,100,15779.52664,kWh,0,Cubic meter,712
Kiwanis Pool Change Rooms,2939,Square feet,100,168153.4395,kWh,0,Cubic meter,"7,584"
Knob Hill Park-ODP,3255,Square feet,100,27099.9328,kWh,0,Cubic meter,"1,222"
Lake Front Boat Hse,0,Square feet,100,13532.28843,kWh,0,Cubic meter,610
Lambton Kingsway Pool/Rink,1076,Square feet,100,195443.3732,kWh,10247,Cubic meter,"27,669"
Langford Parkette,0,Square feet,100,762.006959,kWh,0,Cubic meter,34
Lanyard Park - Flood Lights,0,Square feet,100,15836.79313,kWh,0,Cubic meter,714
Leaside Lawn Bowling Club,2207,Square feet,100,7927.658834,kWh,0,Cubic meter,358
Leaside Park Pool,5662,Square feet,100,70523.43143,kWh,12103.94034,Cubic meter,"25,452"
Leonard Linton Park,0,Square feet,100,6875.837912,kWh,0,Cubic meter,310
Lillian Park,0,Square feet,100,3151.956209,kWh,0,Cubic meter,142
Lithuania Park,1582,Square feet,100,8469.578943,kWh,0,Cubic meter,382
Little Norway Park,2540,Square feet,100,92263.47083,kWh,0,Cubic meter,"4,161"
Long Branch Park,0,Square feet,100,281.298146,kWh,0,Cubic meter,13
Lora Hill Park,0,Square feet,100,1727.628871,kWh,0,Cubic meter,78
Lytton Park,4306,Square feet,100,17996.19974,kWh,0,Cubic meter,812
Lytton Park Bowling Club,3229,Square feet,100,2732.926023,kWh,0,Cubic meter,123
MacGregor Park,0,Square feet,100,41945.90665,kWh,0,Cubic meter,"1,892"
Mainland Ferry Terminal,6135,Square feet,100,716963.7063,kWh,9046.044632,Cubic meter,"48,980"
Malta Park,0,Square feet,100,453.289698,kWh,0,Cubic meter,20
Manchester Park,0,Square feet,100,7162.543788,kWh,0,Cubic meter,323
Maple Leaf A.I.R,2303,Square feet,100,76198.50833,kWh,0,Cubic meter,"3,437"
Maple Leaf Quay Park,0,Square feet,100,75049.35304,kWh,0,Cubic meter,"3,385"
Marie Curtis Park,3014,Square feet,100,48721.71766,kWh,0,Cubic meter,"2,197"
Martin Grove Gardens Park,0,Square feet,100,3280.928627,kWh,0,Cubic meter,148
Martingrove Rink (outdoor),4435,Square feet,100,133765.5241,kWh,3701.352942,Cubic meter,"12,843"
Maryland Park Tennis Clubhouse,0,Square feet,100,14262.34848,kWh,0,Cubic meter,643
Maryvale Park,5100,Square feet,100,45514.88398,kWh,7528.582418,Cubic meter,"15,905"
McCleary Park,603,Square feet,100,20803.40649,kWh,0,Cubic meter,938
Mel Lastman Square,0,Square feet,100,335431.3916,kWh,0,Cubic meter,"15,128"
Memorial Park,0,Square feet,100,29611.09955,kWh,0,Cubic meter,"1,335"
Milliken Concession,4004,Square feet,100,179087.6913,kWh,0,Cubic meter,"8,077"
Millwood Park,0,Square feet,100,14733.844,kWh,0,Cubic meter,664
Mimico Memorial Park,0,Square feet,100,6762.989466,kWh,0,Cubic meter,305
Moatfield Farm Park,0,Square feet,100,26083.16797,kWh,0,Cubic meter,"1,176"
Monarch Park,22787,Square feet,100,24003.40303,kWh,0,Cubic meter,"1,083"
Monarch Park Pool,0,Square feet,100,419736.2499,kWh,50753.94118,Cubic meter,"112,317"
Moncur Park,258,Square feet,100,98.654399,kWh,0,Cubic meter,4
Moorevale Park,2390,Square feet,100,25797.50069,kWh,8675.367189,Cubic meter,"17,126"
Morningside Park,4392,Square feet,100,72973.96243,kWh,0,Cubic meter,"3,291"
Morse St Playground,0,Square feet,100,1132.195835,kWh,0,Cubic meter,51
Mt Pleasant Parkette,0,Square feet,100,11745.606,kWh,0,Cubic meter,530
Muirhead Park,0,Square feet,100,13034.65506,kWh,0,Cubic meter,588
Murison Woods Park,0,Square feet,100,2430.539894,kWh,0,Cubic meter,110
Neilson Park,3251,Square feet,100,205818.9726,kWh,5225.85,Cubic meter,"18,898"
North Humber Park Lighting,0,Square feet,100,109.123303,kWh,0,Cubic meter,5
Northwood Park,850,Square feet,100,19139.19521,kWh,0,Cubic meter,863
Norwood Park,1905,Square feet,100,7230.579469,kWh,6508.76,Cubic meter,"12,302"
Olympic Island Buildings,4725,Square feet,100,48748.80498,kWh,0,Cubic meter,"2,199"
Oriole Park WR,377,Square feet,100,8500.860137,kWh,0,Cubic meter,383
Osler Playground,183,Square feet,100,6798.356625,kWh,0,Cubic meter,307
Otter Creek Park,3035,Square feet,100,190559.9807,kWh,0,Cubic meter,"8,594"
Ourland Pool (outdoor),1098,Square feet,100,79077.76033,kWh,11812,Cubic meter,"25,300"
Pantry Park / Beaches Park,7373,Square feet,100,104936.3599,kWh,0,Cubic meter,"4,733"
Pape Ave Playground,0,Square feet,100,6764.224353,kWh,0,Cubic meter,305
Parklawn Pool/Rink,5210,Square feet,100,575706.1476,kWh,59468.89697,Cubic meter,"135,387"
Perth Ave Square,0,Square feet,100,2719.373659,kWh,0,Cubic meter,123
Perth Square Park WR,560,Square feet,100,5579.030917,kWh,0,Cubic meter,252
Phin Ave Parkette,0,Square feet,100,6780.266282,kWh,0,Cubic meter,306
