Operation Name,Total Floor Area,,Avg hrs/wk,Electricity,,Natural Gas,,"GHG Emissions
(Kg)"
Pine Point C.C & Pool,17265,Square feet,100,69260.35345,kWh,19589,Cubic meter,"39,167"
Pine Point Park,24197,Square feet,100,33230.43733,kWh,0,Cubic meter,"2,301"
Pine Point Park,24197,Square feet,100,33230.43733,kWh,0,Cubic meter,"2,301"
Pine Point Park Tennis,1755,Square feet,100,569.485181,kWh,0,Cubic meter,26
Poplar Plains Parkette,0,Square feet,100,1359.709704,kWh,0,Cubic meter,61
Port Union Park,0,Square feet,168,562.196698,kWh,0,Cubic meter,25
Port Union Village Comm Park,15300,Square feet,100,28256.19872,kWh,0,Cubic meter,"1,274"
Prairie Drive Park,0,Square feet,100,3184.774436,kWh,0,Cubic meter,144
Prince Of Wales Rink (outdoor),1970,Square feet,100,183033.5594,kWh,9977.564706,Cubic meter,"26,614"
Queensway Rink,0,Square feet,100,93046.31606,kWh,8609.16686,Cubic meter,"20,037"
Ramsden Park,3434,Square feet,100,313286.7851,kWh,4182.584614,Cubic meter,"21,825"
Ravina Gardens,194,Square feet,100,1347.057129,kWh,0,Cubic meter,61
Regent Park North Rink,2153,Square feet,100,270342.8209,kWh,0,Cubic meter,"12,192"
Regent Park South Rink,2519,Square feet,100,182083.4948,kWh,0,Cubic meter,"8,212"
Rennie Park /Ice Rink,0,Square feet,100,407076.3228,kWh,0,Cubic meter,"18,359"
Rennie Park /Tennis,0,Square feet,100,117349.01,kWh,0,Cubic meter,"5,292"
Richmond Gardens Pool (outdoor),2594,Square feet,100,40694.54395,kWh,2585,Cubic meter,"6,592"
Richview Park,0,Square feet,100,8036.266607,kWh,0,Cubic meter,362
Rivercrest Rink,495,Square feet,100,255448.8975,kWh,0,Cubic meter,"11,521"
Riverdale Park East,23401,Square feet,100,484374.8119,kWh,48676.36941,Cubic meter,"111,410"
Riverdale Park West,0,Square feet,100,291766.7118,kWh,2065.204546,Cubic meter,"16,959"
Riverview Gdns Park,0,Square feet,100,18377.36477,kWh,0,Cubic meter,829
Rosedale Park,4575,Square feet,100,210623.6348,kWh,1138.57529,Cubic meter,"11,594"
Rosethorn Park,0,Square feet,100,5019.84393,kWh,0,Cubic meter,226
Rosetta Mcclain Gardens,1098,Square feet,100,38392.73979,kWh,0,Cubic meter,"1,732"
Rotary Peace Park,0,Square feet,100,5727.544,kWh,0,Cubic meter,"4,670"
Rotary Peace Park,0,Square feet,100,5727.544,kWh,0,Cubic meter,"4,670"
Rotary Pool (outdoor),3477,Square feet,100,36758.07213,kWh,22932,Cubic meter,"43,853"
Rouge Beach Park,6975,Square feet,100,24438.56777,kWh,0,Cubic meter,"1,102"
Roundhouse Park,0,Square feet,100,27172.695,kWh,0,Cubic meter,"1,225"
Rowntree Mills Park,1389,Square feet,100,85382.37394,kWh,0,Cubic meter,"3,851"
Roxborough Parkette,0,Square feet,100,11444.21165,kWh,0,Cubic meter,516
Royalcrest Rink (outdoor),2508,Square feet,100,196517.1183,kWh,0,Cubic meter,"8,863"
Roywood A.I.R,2303,Square feet,100,122839.3594,kWh,0,Cubic meter,"5,540"
Ruddington Park,0,Square feet,100,3071.27,kWh,0,Cubic meter,139
Runnymede Park,0,Square feet,100,22810.09596,kWh,0,Cubic meter,"1,029"
Ryerson Community Park,1421,Square feet,100,176263.8342,kWh,0,Cubic meter,"7,949"
SADRA Park,0,Square feet,100,453.289698,kWh,0,Cubic meter,20
Salem Parkette,0,Square feet,100,47021.54247,kWh,0,Cubic meter,"2,121"
Scarborough Bluffs,97,Square feet,100,9040.362683,kWh,0,Cubic meter,408
Scarborough Village Fieldhouse,0,Square feet,100,8133.111437,kWh,0,Cubic meter,367
Scarlett Woods Golf Course,3348,Square feet,100,34405.72424,kWh,9511.051728,Cubic meter,"19,052"
Seneca Hill Park,0,Square feet,100,7621.148824,kWh,0,Cubic meter,344
Sentinel Park Baseball,2443,Square feet,100,16446.61867,kWh,0,Cubic meter,742
Seven Oaks Tennis,0,Square feet,100,10103.80299,kWh,0,Cubic meter,456
Sherwood Park,5909,Square feet,100,120504.7287,kWh,0,Cubic meter,"5,435"
Sir Adam Beck Rink,2196,Square feet,100,175117.2314,kWh,6835.168706,Cubic meter,"20,474"
Sir Winston Churchill Pk,0,Square feet,100,55663.1276,kWh,6806.90602,Cubic meter,"15,035"
Smithfield Pool (outdoor),850,Square feet,100,18207.83363,kWh,10387.02941,Cubic meter,"19,933"
Smythe Park,3000,Square feet,100,82642.74615,kWh,21488,Cubic meter,"43,265"
Spadina Road Parkette,0,Square feet,100,5891.947005,kWh,0,Cubic meter,266
Spenvalley Park T.C,0,Square feet,100,1984.409413,kWh,0,Cubic meter,89
St Andrew's Playground,194,Square feet,100,10787.75937,kWh,0,Cubic meter,487
St Jamestown West Park,0,Square feet,100,1514.050005,kWh,0,Cubic meter,68
Stanley Park,4855,Square feet,100,9916.43141,kWh,5842.026786,Cubic meter,"11,197"
Strathburn Park,0,Square feet,100,3211.177894,kWh,0,Cubic meter,145
Summerlea Rink,0,Square feet,100,131360.1766,kWh,0,Cubic meter,"5,924"
Sunnybrook Stable,7535,Square feet,100,58295.80405,kWh,5668.205882,Cubic meter,"13,059"
Sunnydale Rink (outdoor),3509,Square feet,100,339749.5724,kWh,17326.17647,Cubic meter,"47,203"
Sunnyside Park,52033,Square feet,100,382829.9701,kWh,80301.23906,Cubic meter,"165,020"
Suydam Park Storage,194,Square feet,100,906.439452,kWh,0,Cubic meter,41
Sweeney Park,0,Square feet,100,11093.54487,kWh,0,Cubic meter,500
Talbot Park Clubhouse,2820,Square feet,100,16135.95059,kWh,0,Cubic meter,728
Tam O'shanter Golf Course,4489,Square feet,100,115841.991,kWh,19727.74029,Cubic meter,"41,524"
The Mission Ground,0,Square feet,100,1905.026579,kWh,0,Cubic meter,86
Thomas Riley Park,2777,Square feet,100,10258.75835,kWh,0,Cubic meter,"1,076"
Thomas Riley Park,2777,Square feet,100,10258.75835,kWh,0,Cubic meter,"1,076"
Thomson Memorial Park,0,Square feet,100,207348.5942,kWh,5813.34842,Cubic meter,"20,048"
Three Valley Park,0,Square feet,100,5411.5764,kWh,0,Cubic meter,244
Toronto Sculpture Garden,8773,Square feet,100,24066.22797,kWh,0,Cubic meter,"1,085"
Tournament Park Tennis,1259,Square feet,100,9992.88753,kWh,0,Cubic meter,451
Trinity Bellwoods Outdoor Rink,1001,Square feet,100,155628.3435,kWh,812.089081,Cubic meter,"8,513"
Trinity Square Park,0,Square feet,100,89278.23031,kWh,0,Cubic meter,"4,026"
Valleyfield Rink (outdoor),0,Square feet,100,115642.2471,kWh,0,Cubic meter,"5,215"
Viewmount Park Tennis,1916,Square feet,100,61355.17977,kWh,0,Cubic meter,"2,767"
Vine Avenue Playground,0,Square feet,100,5446.907918,kWh,0,Cubic meter,246
Wadsworth Park,0,Square feet,100,4295.85712,kWh,0,Cubic meter,194
Wanless Park,0,Square feet,100,59740.29721,kWh,153.294118,Cubic meter,"2,976"
Wards Island Buildings,0,Square feet,100,18011.0773,kWh,8387.67765,Cubic meter,"16,246"
Wedgewood Pool (outdoor),1098,Square feet,100,0,kWh,3159,Cubic meter,"5,813"
Wedgewood Rink (outdoor),1550,Square feet,100,176311.8127,kWh,6316.5,Cubic meter,"19,574"
Wellesley Park,23000,Square feet,100,10246.86545,kWh,0,Cubic meter,462
Wellesworth Park,0,Square feet,100,843.5752,kWh,0,Cubic meter,38
West Deane Park,0,Square feet,100,27938.65465,kWh,0,Cubic meter,"1,260"
West Deane Pool (outdoor),1098,Square feet,100,29876.94947,kWh,0,Cubic meter,"1,347"
West Humber Parkland,1163,Square feet,100,37856.47088,kWh,0,Cubic meter,"1,707"
West Lodge Park,0,Square feet,100,1.0376,kWh,0,Cubic meter,0
West Mall Rink (outdoor),5726,Square feet,100,359895.2951,kWh,32456.0873,Cubic meter,"75,950"
Westgrove Pool (outdoor),1055,Square feet,100,453812.9124,kWh,9197,Cubic meter,"37,389"
Westmount Park,0,Square feet,100,194.6416,kWh,0,Cubic meter,9
Westmount Pool (outdoor),1195,Square feet,100,0,kWh,13610,Cubic meter,"25,042"
Weston Park,3250,Square feet,100,86717.7111,kWh,7630,Cubic meter,"17,950"
Westway Rink (outdoor),3714,Square feet,100,217437.2141,kWh,14260.38314,Cubic meter,"36,046"
Westwood Park,0,Square feet,100,3004.08961,kWh,0,Cubic meter,135
Wexford Park,0,Square feet,100,1315.039927,kWh,0,Cubic meter,59
Wilket Creek Park,0,Square feet,100,46292.28698,kWh,0,Cubic meter,"2,088"
Willowdale Park Tennis,0,Square feet,100,6013.806627,kWh,0,Cubic meter,271
Willowvale Park,0,Square feet,100,19885.4353,kWh,0,Cubic meter,897
Winchester Park North,0,Square feet,100,1514.050005,kWh,0,Cubic meter,68
Wishing Well Park,0,Square feet,100,58589.13588,kWh,0,Cubic meter,"2,642"
Withrow Park,6835,Square feet,100,8557.357214,kWh,17705.94799,Cubic meter,"32,965"
Withrow Park Ice Rink,452,Square feet,100,419263.1439,kWh,0,Cubic meter,"18,909"
Woburn Ave Playground,0,Square feet,100,1201.530047,kWh,0,Cubic meter,54
Woburn Park,0,Square feet,100,4538.5436,kWh,0,Cubic meter,205
Woodbine Beach Park,7535,Square feet,100,25232.69776,kWh,0,Cubic meter,"1,138"
Woodbine Park,0,Square feet,100,200365.6994,kWh,0,Cubic meter,"9,036"
York Mills Valley Park,0,Square feet,100,45031.06078,kWh,0,Cubic meter,"2,031"
Zooview Park,0,Square feet,100,2222.589745,kWh,0,Cubic meter,100
1 Garrison Road,0,Square feet,168,10233.36243,kWh,0,Cubic meter,462
1 Norton Ave,16996,Square feet,168,11657.96008,kWh,0,Cubic meter,526
10 Arundel Ave,11496,Square feet,168,4255.043254,kWh,0,Cubic meter,192
10 Kingsdale Ave,0,Square feet,168,4284.730274,kWh,0,Cubic meter,193
11 Grenview Blvd,0,Square feet,168,4210.348286,kWh,0,Cubic meter,190
110 Queen St W,598473,Square feet,168,1004055.4,kWh,1275.866667,Cubic meter,"47,630"
1119 Queen St W,7352,Square feet,168,2400.070588,kWh,0,Cubic meter,108
113 Spadina Lot,0,Square feet,168,2239.140799,kWh,0,Cubic meter,101
115 Broadview Ave,26135,Square feet,168,12832.85696,kWh,0,Cubic meter,579
1155 King St W,0,Square feet,168,32273.25842,kWh,0,Cubic meter,"1,456"
117 Hammersmith Ave,9171,Square feet,168,4581.007519,kWh,0,Cubic meter,207
12 Woodycrest Ave,14198,Square feet,168,3599.047199,kWh,0,Cubic meter,162
132 Wellington St W,0,Square feet,168,726349.1552,kWh,0,Cubic meter,"32,758"
1325 Queen St W,12303,Square feet,168,12536.33351,kWh,0,Cubic meter,565
135 Greenlaw Ave,13197,Square feet,168,5892.827254,kWh,0,Cubic meter,266
14 Castlefield Ave,37620,Square feet,168,38139.65271,kWh,0,Cubic meter,"1,720"
14 John St,0,Square feet,168,395.670318,kWh,0,Cubic meter,18
146 Harrison St,15812,Square feet,168,5107.607259,kWh,0,Cubic meter,230
149 Hiawatha Rd,1399,Square feet,168,4162.804829,kWh,0,Cubic meter,188
15 Wellesley St E,41603,Square feet,168,40324.61327,kWh,0,Cubic meter,"1,819"
16 Fuller Ave,19547,Square feet,168,6426.294625,kWh,0,Cubic meter,290
16 Lipton Ave,0,Square feet,168,4590.363765,kWh,0,Cubic meter,207
16 Rosehill Ave,0,Square feet,168,1116081.084,kWh,0,Cubic meter,"50,335"
1608 Danforth Ave,8708,Square feet,168,5771.023741,kWh,0,Cubic meter,260
18 Ferrier Ave,6900,Square feet,168,2476.296236,kWh,0,Cubic meter,112
18 Ossington Ave,6469,Square feet,168,5085.011318,kWh,0,Cubic meter,229
2 Church St,125023,Square feet,168,2491314.24,kWh,0,Cubic meter,"112,358"
20 Augusta Ave,0,Square feet,168,20852.84906,kWh,0,Cubic meter,940
20 Castle Knock Rd,0,Square feet,168,12016.04689,kWh,0,Cubic meter,542
20 Charles St E,0,Square feet,168,965388.9245,kWh,25653.09101,Cubic meter,"90,741"
20 Saint Andrews St,0,Square feet,168,1331765.543,kWh,0,Cubic meter,"60,063"
207 McCaul Parking Garage,53335,Square feet,168,0,kWh,1183.384667,Cubic meter,"2,177"
21 Bedford Park Ave,0,Square feet,168,5152.267106,kWh,0,Cubic meter,232
22 Glendonwynne Rd,0,Square feet,168,7528.481956,kWh,0,Cubic meter,340
23 Chester Ave,0,Square feet,168,4604.306429,kWh,0,Cubic meter,208
230 Medland St,0,Square feet,168,8364.27987,kWh,0,Cubic meter,377
2454 Bloor St W,0,Square feet,168,453.253024,kWh,0,Cubic meter,20
25 Glenforest Rd,0,Square feet,168,5829.000159,kWh,0,Cubic meter,263
253 Macpherson Ave,0,Square feet,168,3362.726047,kWh,0,Cubic meter,152
26 Alvin Ave,0,Square feet,168,33687.42808,kWh,0,Cubic meter,"1,519"
265 Armadale Ave,0,Square feet,168,15277.06952,kWh,0,Cubic meter,689
265 Durie St,0,Square feet,168,11677.97683,kWh,0,Cubic meter,527
268 Rhodes Ave,0,Square feet,168,6045.8117,kWh,0,Cubic meter,273
2696 Eglinton Ave W,14790,Square feet,168,45631.76341,kWh,0,Cubic meter,"2,058"
29 Erindale Ave,0,Square feet,168,11466.81377,kWh,0,Cubic meter,517
301 Scott Rd,0,Square feet,168,91435.18264,kWh,0,Cubic meter,"4,124"
31 Langford Ave,0,Square feet,168,1712.933858,kWh,0,Cubic meter,77
31 Yorkville Ave,0,Square feet,168,2115066.975,kWh,0,Cubic meter,"95,390"
33 Queen St E,173030,Square feet,168,531276.5887,kWh,0,Cubic meter,"23,961"
342 Prince Edward Dr,0,Square feet,168,7701.823294,kWh,0,Cubic meter,347
349 Keele St,0,Square feet,168,4633.071153,kWh,0,Cubic meter,209
35 Bellevue Ave,0,Square feet,168,31943.35491,kWh,0,Cubic meter,"1,441"
351 Lippincott St,0,Square feet,168,14921.07721,kWh,0,Cubic meter,673
37 Queen St E,0,Square feet,168,1566968.85,kWh,0,Cubic meter,"70,670"
376 Clinton St,0,Square feet,168,2412.912894,kWh,0,Cubic meter,109
3885 Yonge St Lot,0,Square feet,168,56394.10261,kWh,0,Cubic meter,"2,543"
400 Keele St,0,Square feet,168,4840.5876,kWh,0,Cubic meter,218
44 Richmond St E,0,Square feet,168,63169.68475,kWh,0,Cubic meter,"2,849"
45 Aberdeen Ave,0,Square feet,168,3152.449062,kWh,0,Cubic meter,142
453 Spadina Rd,0,Square feet,168,4368.695341,kWh,0,Cubic meter,197
470 Windermere Ave,0,Square feet,168,7545.4854,kWh,0,Cubic meter,340
50 Cumberland St,20656,Square feet,168,0,kWh,11128.13333,Cubic meter,"20,476"
55 York St,0,Square feet,168,3625.814515,kWh,0,Cubic meter,164
557 Palmerston Ave,0,Square feet,168,5018.844424,kWh,0,Cubic meter,226
573 Gerrard St E,0,Square feet,168,8733.678959,kWh,0,Cubic meter,394
670 Pape Ave,0,Square feet,168,9390.172741,kWh,0,Cubic meter,423
675 Manning Ave,0,Square feet,168,3482.138871,kWh,0,Cubic meter,157
68 Amroth Ave,0,Square feet,168,6337.4312,kWh,0,Cubic meter,286
697 Lansdowne Ave,0,Square feet,168,5807.196329,kWh,0,Cubic meter,262
7 Bartlett Ave,0,Square feet,168,3216.177882,kWh,0,Cubic meter,145
70 Dunfield Ave,0,Square feet,168,1076700.698,kWh,0,Cubic meter,"48,559"
708 Millwood Rd,0,Square feet,168,1543.008412,kWh,0,Cubic meter,70
709 Millwood Rd,0,Square feet,168,56818.22509,kWh,0,Cubic meter,"2,563"
72 Clinton St,0,Square feet,168,324503.6849,kWh,0,Cubic meter,"14,635"
720 Pape Ave,0,Square feet,168,21149.07192,kWh,0,Cubic meter,954
737 Rhodes Ave,0,Square feet,168,5973.082329,kWh,0,Cubic meter,269
8 Carling Ave,0,Square feet,168,10407.79666,kWh,0,Cubic meter,469
803 Richmond St W,0,Square feet,168,4180.778565,kWh,0,Cubic meter,189
804 Carlaw Ave,0,Square feet,168,4968.189406,kWh,0,Cubic meter,224
81 Lee Ave,0,Square feet,168,7314.810998,kWh,0,Cubic meter,330
85 Bay St,0,Square feet,168,40393.62092,kWh,0,Cubic meter,"1,822"
9 Emerson Ave,0,Square feet,168,4754.05513,kWh,0,Cubic meter,214
9 Salem Ave,0,Square feet,168,2988.322847,kWh,0,Cubic meter,135
90 Eaton Ave,0,Square feet,168,2499.766447,kWh,0,Cubic meter,113
91 Via Italia,0,Square feet,168,298738.0283,kWh,0,Cubic meter,"13,473"
912 Eglinton Ave W,0,Square feet,168,2568.283247,kWh,0,Cubic meter,116
99 Cedarvale Ave,0,Square feet,168,3689.979706,kWh,0,Cubic meter,166
Beecroft Parking Lot,120297,Square feet,168,706118.6474,kWh,1369.588235,Cubic meter,"34,366"
Car Park,0,Square feet,168,5834.317772,kWh,0,Cubic meter,263
Eglinton Ave W,0,Square feet,168,2091.077164,kWh,0,Cubic meter,94
Kbs-Post S East  Parking Lot,0,Square feet,168,37991.87804,kWh,0,Cubic meter,"1,713"
RT Commuter Lot,97,Square feet,168,49728.68715,kWh,0,Cubic meter,"2,243"
Various TPA Locations Etobicoke,0,Square feet,168,139705.802,kWh,0,Cubic meter,"6,301"
Sony Centre,173084,Square feet,100,2627096.734,kWh,0,Cubic meter,"410,163"
St Lawrence Centre,80729,Square feet,100,1552623.396,kWh,0,Cubic meter,"372,007"
Toronto Centre for the Arts,177992,Square feet,100,2993244.083,kWh,158928.3731,Cubic meter,"427,424"
#11 Police Division - NEW,62000,Square feet,168,1121029.564,kWh,44145.07914,Cubic meter,"131,785"
#12 Police Division,25780,Square feet,168,590062.4027,kWh,10243.46882,Cubic meter,"45,460"
#13 Police Division,20344,Square feet,168,510363.7816,kWh,56208.47063,Cubic meter,"126,441"
#14 Police Division - NEW,64200,Square feet,168,1454577.957,kWh,50426.3659,Cubic meter,"158,386"
#21 Police Division,7492,Square feet,168,180277.35,kWh,21357.34765,Cubic meter,"47,428"
#22 Police Division,32270,Square feet,168,508472.8729,kWh,91297.05177,Cubic meter,"190,919"
#23 Police Division New,57264,Square feet,168,929606.6116,kWh,60325.85786,Cubic meter,"152,925"
#31 Police Division,35489,Square feet,168,656961.3368,kWh,64685.45921,Cubic meter,"148,650"
#32 Police Division,47652,Square feet,168,725774.4389,kWh,65940.95294,Cubic meter,"154,064"
#33 Police Division,27889,Square feet,168,416346.782,kWh,44378.41152,Cubic meter,"100,434"
#41 Police Division,51080,Square feet,168,710749.8752,kWh,111477.1371,Cubic meter,"237,173"
#42 Police Division,36620,Square feet,168,580635.0537,kWh,52240.85276,Cubic meter,"122,310"
#43 Police Division,55450,Square feet,168,806175.1574,kWh,37689.83801,Cubic meter,"105,708"
#51 Police Division New,56000,Square feet,168,1384744.499,kWh,145908.2125,Cubic meter,"330,923"
#52 Police Division,71677,Square feet,168,1027332.748,kWh,83803.73533,Cubic meter,"200,532"
#53 Police Division,52183,Square feet,168,719390.6093,kWh,52189.8521,Cubic meter,"128,474"
#54 Police Division,23358,Square feet,168,533456.0341,kWh,58064.10762,Cubic meter,"130,897"
#55 Police Division,23519,Square feet,168,557042.5478,kWh,17007.58139,Cubic meter,"56,417"
Bail and Parole Enforcement Offi,8105,Square feet,168,0,kWh,11718.35735,Cubic meter,"21,562"
Centre Island Police Division,1001,Square feet,168,16050.53275,kWh,0,Cubic meter,724
Cherry Beach Life Stn,680,Square feet,168,21991.32298,kWh,0,Cubic meter,992
Detective Services Building,24000,Square feet,168,386976.9317,kWh,16432.01404,Cubic meter,"47,688"
Emergency Task Force,35995,Square feet,168,572996.4687,kWh,63516.51294,Cubic meter,"142,713"
"Forensic Service, Store & Garage",62484,Square feet,168,1656352.921,kWh,215988.9407,Cubic meter,"472,121"
Humber Bay Life Stn,1830,Square feet,168,56428.94835,kWh,0,Cubic meter,"2,545"
Intelligence Bureau,70547,Square feet,168,1530596.436,kWh,91342.27273,Cubic meter,"237,100"
Leuty Beach,1000,Square feet,168,9666.632266,kWh,0,Cubic meter,436
Police Academy,302735,Square feet,168,2973854.133,kWh,652466.2451,Cubic meter,"1,334,659"
Police Dog Service,9440,Square feet,168,179833.9862,kWh,18598.54843,Cubic meter,"42,332"
Police Garage,33024,Square feet,168,382290.7543,kWh,89052.26203,Cubic meter,"181,097"
Police Headquarters,425000,Square feet,168,10217552.66,kWh,548287.9332,Cubic meter,"1,515,512"
Police Marine Hq,23035,Square feet,168,449032.4954,kWh,35599.74278,Cubic meter,"85,755"
Property Bureau,43992,Square feet,168,400982.522,kWh,58448.36471,Cubic meter,"125,629"
Property Evidence Unit,287752,Square feet,168,3501042.005,kWh,174913.3102,Cubic meter,"479,737"
Public Order,8342,Square feet,168,159358.2263,kWh,18856.9931,Cubic meter,"41,884"
"Radio, Electronics and Telecom",18000,Square feet,168,109876.8633,kWh,0,Cubic meter,"4,955"
TAVIS - OSSG,16952,Square feet,168,244504.059,kWh,31290.48582,Cubic meter,"68,602"
Traffic Services and Garage,297988,Square feet,168,2813915.182,kWh,427736.7677,Cubic meter,"913,943"
Agincourt District,26996,Square feet,70,693675.7909,kWh,6603.067227,Cubic meter,"43,434"
Albert Campbell District,26102,Square feet,70,546070.736,kWh,12162.52404,Cubic meter,"47,007"
Albion,32281,Square feet,70,397565.6308,kWh,63729.812,Cubic meter,"135,193"
Amesbury Park Library,6318,Square feet,70,132808.0346,kWh,13307.23975,Cubic meter,"30,475"
Annette Street,7804,Square feet,70,175685.8188,kWh,11347.51613,Cubic meter,"28,803"
Barbara Frum,44319,Square feet,70,845859.0749,kWh,57649.38047,Cubic meter,"144,223"
Bayview,6340,Square feet,70,145300.8054,kWh,0,Cubic meter,"6,553"
Beaches,7804,Square feet,70,133145.2129,kWh,15507.89571,Cubic meter,"34,539"
Bendale,8503,Square feet,70,117298.6043,kWh,10781.90374,Cubic meter,"25,129"
Black Creek,7093,Square feet,70,51904.05063,kWh,6425.684492,Cubic meter,"14,164"
Bloor Gladstone,20627,Square feet,70,403718.131,kWh,57181.84063,Cubic meter,"123,422"
Brentwood,13616,Square feet,70,256430.5052,kWh,0,Cubic meter,"11,565"
Brookbanks,7933,Square feet,70,90187.55924,kWh,23028.75745,Cubic meter,"46,440"
Cedarbrae,31506,Square feet,70,520348.0852,kWh,35462.27218,Cubic meter,"88,718"
Centennial,6867,Square feet,70,103322.6591,kWh,11950.91882,Cubic meter,"26,650"
Cliffcrest,4898,Square feet,70,77926.10341,kWh,13555.76816,Cubic meter,"28,457"
College Shaw,7685,Square feet,70,71729.07268,kWh,10970.28908,Cubic meter,"23,420"
Danforth Coxwell,9612,Square feet,70,114638.8899,kWh,10431.76421,Cubic meter,"24,365"
Dawes Road,6501,Square feet,70,161172.1129,kWh,0,Cubic meter,"7,269"
Deer Park,16576,Square feet,70,356943.1183,kWh,34342.94617,Cubic meter,"79,289"
Don Mills,21560,Square feet,70,393621.2613,kWh,29002.05697,Cubic meter,"71,116"
Downsview,20021,Square feet,70,263518.0984,kWh,20520.31429,Cubic meter,"49,642"
Dufferin St Clair,11208,Square feet,70,110532.3767,kWh,15729.01321,Cubic meter,"33,926"
East Service Building,60040,Square feet,70,167070.3038,kWh,14564.84,Cubic meter,"34,334"
Eatonville,12217,Square feet,70,194306.0568,kWh,17144.10625,Cubic meter,"40,308"
Eglinton Square,4715,Square feet,70,89595.37654,kWh,0,Cubic meter,"4,041"
Elmbrook Park,3595,Square feet,70,56841.57705,kWh,3707.293647,Cubic meter,"9,385"
Evelyn Gregory,6200,Square feet,70,73865.85047,kWh,16903.28493,Cubic meter,"34,433"
Fairview Mall,64670,Square feet,70,1154441.375,kWh,73636.28645,Cubic meter,"187,556"
Fort York,13000,Square feet,70,73398.36774,kWh,0,Cubic meter,"3,310"
Gerrard Ashdale,6501,Square feet,70,60320.28159,kWh,10438.23897,Cubic meter,"21,927"
Goldhawk Park,7998,Square feet,70,272653.2104,kWh,29472.6,Cubic meter,"66,526"
Guildwood,3014,Square feet,70,29331.19438,kWh,2766.333333,Cubic meter,"6,413"
High Park Library,9494,Square feet,70,141912.1024,kWh,21146.46114,Cubic meter,"45,310"
Highland Creek,6997,Square feet,70,108786.636,kWh,9891.066667,Cubic meter,"23,106"
Hillcrest,7470,Square feet,70,120264.9876,kWh,19926.325,Cubic meter,"42,088"
Humber Bay,2400,Square feet,70,38098.9538,kWh,3238.764706,Cubic meter,"7,678"
Humber Summit,9042,Square feet,70,117627.0445,kWh,11348.55314,Cubic meter,"26,186"
Jane & Dundas,11603,Square feet,70,135315.0863,kWh,17188.59677,Cubic meter,"37,730"
Jane Sheppard,6997,Square feet,70,139004.5858,kWh,7980.727565,Cubic meter,"20,954"
Jones,3638,Square feet,70,47161.67508,kWh,12324.47429,Cubic meter,"24,804"
Kennedy Eglinton,7653,Square feet,70,117883.9395,kWh,157.155525,Cubic meter,"5,606"
Leaside,11991,Square feet,70,193103.9161,kWh,23843.01248,Cubic meter,"52,580"
Lillian H Smith,38933,Square feet,70,1012214.655,kWh,174458.5742,Cubic meter,"366,655"
Locke,11647,Square feet,70,186681.6527,kWh,69651.992,Cubic meter,"136,579"
Long Branch,6415,Square feet,70,68563.52472,kWh,10105.55882,Cubic meter,"21,686"
Main Street,8665,Square feet,70,63603.46184,kWh,12880.53782,Cubic meter,"26,569"
Maria A Shchuka,25475,Square feet,70,250056.3284,kWh,26493.41477,Cubic meter,"60,025"
Martin Ross Serv Bldg,27997,Square feet,70,1612063.499,kWh,46297.73835,Cubic meter,"157,892"
Maryvale,4424,Square feet,70,44345.67465,kWh,6461.971427,Cubic meter,"13,890"
McGregor Park,5005,Square feet,70,0,kWh,17505.66971,Cubic meter,"32,210"
Mimico,17470,Square feet,70,86337.38073,kWh,31394.72121,Cubic meter,"61,660"
Morningside,6997,Square feet,70,122077.9933,kWh,5005.596773,Cubic meter,"14,716"
Mount Dennis,11345,Square feet,70,144017.361,kWh,9882.565179,Cubic meter,"24,679"
Mount Pleasant,5834,Square feet,70,54145.21333,kWh,11043.94355,Cubic meter,"22,763"
New Toronto,9924,Square feet,70,133515.0991,kWh,13289.05912,Cubic meter,"30,473"
North York Central,168014,Square feet,70,2233706,kWh,163539,Cubic meter,"401,652"
Northern District,45800,Square feet,70,2851853.78,kWh,159876.675,Cubic meter,"422,792"
Northern Elms,3035,Square feet,70,42367.74273,kWh,1783.441627,Cubic meter,"5,192"
Oakwood Village,17287,Square feet,70,134239.5737,kWh,11378.27371,Cubic meter,"26,990"
Palmerston,8493,Square feet,70,236210.5288,kWh,0,Cubic meter,"10,653"
Pape Danforth,8181,Square feet,70,152420.1646,kWh,10862.62971,Cubic meter,"26,861"
Parkdale,24079,Square feet,70,275483.7131,kWh,24057.76471,Cubic meter,"56,691"
Parliament,14639,Square feet,70,224553.5892,kWh,14182.35484,Cubic meter,"36,223"
Perth Dupont,3627,Square feet,70,25718.31221,kWh,6512.882353,Cubic meter,"13,144"
Pleasant View,6997,Square feet,70,159784.2276,kWh,6167.878354,Cubic meter,"18,555"
Rexdale,5091,Square feet,70,59343.94584,kWh,9790.109091,Cubic meter,"20,690"
Richview,47254,Square feet,70,557395.7719,kWh,48189.00868,Cubic meter,"113,806"
Riverdale,9655,Square feet,70,173948.0313,kWh,21924.9916,Cubic meter,"48,187"
Runnymede,12034,Square feet,70,138770.1583,kWh,21701.29412,Cubic meter,"46,189"
S Walter Stewart,25847,Square feet,70,396889.9803,kWh,29246.72353,Cubic meter,"71,714"
Sanderson,12701,Square feet,70,148230.2042,kWh,20086.44012,Cubic meter,"43,644"
Spadina Road,3950,Square feet,70,65949.52898,kWh,9986.2,Cubic meter,"21,349"
St Clair Silverthorn,4585,Square feet,70,34100.16003,kWh,2746.768382,Cubic meter,"6,592"
